doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1093/ijnp/pyaf052.111,proceedings_container,proceedings_or_multi_abstract_container,high,694. INVESTIGATING THE POTENTIAL OF PSILOCYBIN FOR COMPULSIVE EATING IN A RAT MODEL OF BINGE EATING.,verified_title_only,no document DOI recovered; strong title agreement,,694. INVESTIGATING THE POTENTIAL OF PSILOCYBIN FOR COMPULSIVE EATING IN A RAT MODEL OF BINGE EATING,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_111.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.111__d6a1d6853c.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.111__d6a1d6853c.pdf,True,,target_present_in_container_needs_segmentation,PMC12359587,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii55/64072623/pyaf052.111.pdf,https://doi.org/10.1093/ijnp/pyaf052.111,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.124,proceedings_container,proceedings_or_multi_abstract_container,high,164. PSILOCYBIN DURING THE POSTPARTUM PERIOD INDUCES LONG-LASTING ADVERSE EFFECTS IN BOTH MOTHERS AND OFFSPRING,verified_title_only,no document DOI recovered; strong title agreement,,64. PSILOCYBIN DURING THE POSTPARTUM PERIOD INDUCES LONG-LASTING ADVERSE EFFECTS IN BOTH MOTHERS AND OFFSPRING,0.9955,0.9167,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_124.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.124__537128c1cb.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.124__537128c1cb.pdf,True,,target_present_in_container_needs_segmentation,PMC12359495,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii61/64072739/pyaf052.124.pdf,https://doi.org/10.1093/ijnp/pyaf052.124,exact_pmc_record_available_xml_needs_probe,5,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.154,proceedings_container,proceedings_or_multi_abstract_container,high,620. IDENTIFICATION OF BLOOD BIOMARKERS OF PSILOCYBIN-ASSISTED THERAPY TREATMENT RESPONSE FOR GENERALISED ANXIETY DISORDER.,verified_title_only,no document DOI recovered; strong title agreement,,620. IDENTIFICATION OF BLOOD BIOMARKERS OF PSILOCYBIN-ASSISTED THERAPY TREATMENT RESPONSE FOR GENERALISED ANXIETY DISORDER,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_154.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.154__b7083e9869.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.154__b7083e9869.pdf,True,,target_present_in_container_needs_segmentation,PMC12359512,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii78/64072504/pyaf052.154.pdf,https://doi.org/10.1093/ijnp/pyaf052.154,exact_pmc_record_available_xml_needs_probe,7,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.159,proceedings_container,proceedings_or_multi_abstract_container,high,670. CAN WE RE-MEDICALISE THE PSYCHEDELIC EXPERIENCE?,verified_title_only,no document DOI recovered; strong title agreement,,670. CAN WE RE-MEDICALISE THE PSYCHEDELIC EXPERIENCE?,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_159.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.159__dcb52ab694.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.159__dcb52ab694.pdf,True,,target_present_in_container_needs_segmentation,PMC12359547,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii80/64072733/pyaf052.159.pdf,https://doi.org/10.1093/ijnp/pyaf052.159,exact_pmc_record_available_xml_needs_probe,4,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.163,proceedings_container,proceedings_or_multi_abstract_container,high,97. NEURAL AND BEHAVIORAL EVIDENCE FROM REINFORCEMENT LEARNING CONVERGE IN SUPPORT OF RELAXED BELIEFS UNDER LSD,verified_title_only,no document DOI recovered; strong title agreement,,97. NEURAL AND BEHAVIORAL EVIDENCE FROM REINFORCEMENT LEARNING CONVERGE IN SUPPORT OF RELAXED BELIEFS UNDER LSD,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_163.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1093_ijnp_pyaf052.163__1c6bee2221.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.163__1c6bee2221.pdf,True,,target_present_in_container_needs_segmentation,PMC12359589,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii82/64072968/pyaf052.163.pdf,https://doi.org/10.1093/ijnp/pyaf052.163,exact_pmc_record_available_xml_needs_probe,3,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.166,proceedings_container,proceedings_or_multi_abstract_container,high,"155. EXPLORING LSD MICRODOSING IN AN OPEN-LABEL PILOT FOR MAJOR DEPRESSIVE DISORDER: THE INTERPLAY OF BEHAVIORAL ACTIVATION, MOOD IMPROVEMENT, AND CONNECTEDNESS.",verified_title_only,no document DOI recovered; strong title agreement,,"55. EXPLORING LSD MICRODOSING IN AN OPEN-LABEL PILOT FOR MAJOR DEPRESSIVE DISORDER: THE INTERPLAY OF BEHAVIORAL ACTIVATION, MOOD IMPROVEMENT, AND CONNECTEDNESS",0.9938,0.9375,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_166.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.166__a46f750b7a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.166__a46f750b7a.pdf,True,,target_present_in_container_needs_segmentation,PMC12359325,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii83/64072545/pyaf052.166.pdf,https://doi.org/10.1093/ijnp/pyaf052.166,exact_pmc_record_available_xml_needs_probe,8,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.175,proceedings_container,proceedings_or_multi_abstract_container,high,189. EXPLORING THE SUBJECTIVE EXPERIENCE OF PATIENTS WITH TREATMENT-RESISTANT DEPRESSION ON THE EFFECTS OF ESKETAMINE NASAL SPRAY.,verified_title_only,no document DOI recovered; strong title agreement,,89. EXPLORING THE SUBJECTIVE EXPERIENCE OF PATIENTS WITH TREATMENT-RESISTANT DEPRESSION ON THE EFFECTS OF ESKETAMINE NASAL SPRAY,0.9922,0.9091,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_175.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.175__20867ce829.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.175__20867ce829.pdf,True,,target_present_in_container_needs_segmentation,PMC12359740,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii87/64073080/pyaf052.175.pdf,https://doi.org/10.1093/ijnp/pyaf052.175,exact_pmc_record_available_xml_needs_probe,5,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.202,proceedings_container,proceedings_or_multi_abstract_container,high,247. DOES EXCITATORY/INHIBITORY BALANCE PREDICT KETAMINE RESPONSE IN TREATMENT-RESISTANT DEPRESSION? A DOUBLE-BLIND RANDOMIZED CONTROLLED TRIAL WITH 1H-MRS,verified_title_only,no document DOI recovered; strong title agreement,,247. DOES EXCITATORY/INHIBITORY BALANCE PREDICT KETAMINE RESPONSE IN TREATMENT-RESISTANT DEPRESSION? A DOUBLE-BLIND RANDOMIZED CONTROLLED TRIAL WITH 1H-MRS,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_202.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.202__06a6f50711.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.202__06a6f50711.pdf,True,,target_present_in_container_needs_segmentation,PMC12359718,not_needed,True,,https://doi.org/10.1093/ijnp/pyaf052.202,exact_pmc_record_available_xml_needs_probe,13,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.234,proceedings_container,proceedings_or_multi_abstract_container,high,327. 5-HT2B RECEPTORS MODULATE THE ANTIDEPRESSANT-LIKE RESPONSE OF THE PSYCHEDELIC LSD IN RAT BUT NOT IN MICE.,verified_title_only,no document DOI recovered; strong title agreement,,327. 5-HT2B RECEPTORS MODULATE THE ANTIDEPRESSANT-LIKE RESPONSE OF THE PSYCHEDELIC LSD IN RAT BUT NOT IN MICE,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_234.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1093_ijnp_pyaf052.234__5ed0c7665f.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.234__5ed0c7665f.pdf,True,,target_present_in_container_needs_segmentation,PMC12359452,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii117/64072719/pyaf052.234.pdf,https://doi.org/10.1093/ijnp/pyaf052.234,exact_pmc_record_available_xml_needs_probe,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.265,proceedings_container,proceedings_or_multi_abstract_container,high,"413. CLINICAL EXPERIENCES WITH ESKETAMINE TREATMENT AT THE DEPARTMENT OF PSYCHIATRY AND PSYCHOLOGICAL MEDICINE, UNIVERSITY HOSPITAL CENTRE ZAGREB, DURING THE PERIOD FROM 2022 TO 2024.",verified_title_only,no document DOI recovered; strong title agreement,,"413. CLINICAL EXPERIENCES WITH ESKETAMINE TREATMENT AT THE DEPARTMENT OF PSYCHIATRY AND PSYCHOLOGICAL MEDICINE, UNIVERSITY HOSPITAL CENTRE ZAGREB, DURING THE PERIOD FROM 2022 TO 2024",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_265.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.265__e2b7a41f58.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.265__e2b7a41f58.pdf,True,,target_present_in_container_needs_segmentation,PMC12359430,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii133/64073067/pyaf052.265.pdf,https://doi.org/10.1093/ijnp/pyaf052.265,exact_pmc_record_available_xml_needs_probe,7,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.304,proceedings_container,proceedings_or_multi_abstract_container,high,520. INCREASE OF THE AMPA-EVOKED RESPONSE IN PREFRONTAL CORTEX PYRAMIDAL NEURONS FOLLOWING ACUTE ADMINISTRATION OF KETAMINE AND S-KETAMINE IN RATS.,verified_title_only,no document DOI recovered; strong title agreement,,520. INCREASE OF THE AMPA-EVOKED RESPONSE IN PREFRONTAL CORTEX PYRAMIDAL NEURONS FOLLOWING ACUTE ADMINISTRATION OF KETAMINE AND S-KETAMINE IN RATS,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_304.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1093_ijnp_pyaf052.304__ea0375afe3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.304__ea0375afe3.pdf,True,,target_present_in_container_needs_segmentation,PMC12359764,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii154/64072639/pyaf052.304.pdf,https://doi.org/10.1093/ijnp/pyaf052.304,exact_pmc_record_available_xml_needs_probe,7,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.363,proceedings_container,proceedings_or_multi_abstract_container,high,544. MOLECULAR AND CELLULAR MECHANISMS OF THE LONG-LASTING EFFECTS OF PSYCHEDELICS AND THEIR NON-HALLUCINOGENIC DERIVATIVES.,verified_title_only,no document DOI recovered; strong title agreement,,544. MOLECULAR AND CELLULAR MECHANISMS OF THE LONG-LASTING EFFECTS OF PSYCHEDELICS AND THEIR NON-HALLUCINOGENIC DERIVATIVES,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_363.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.363__782d3acccd.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.363__782d3acccd.pdf,True,,target_present_in_container_needs_segmentation,PMC12359356,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii180/64072613/pyaf052.363.pdf,https://doi.org/10.1093/ijnp/pyaf052.363,exact_pmc_record_available_xml_needs_probe,7,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1093/ijnp/pyaf052.368,proceedings_container,proceedings_or_multi_abstract_container,high,551. PSYCHEDELICS AND OCD: TRANSLATIONAL APPROACHES.,verified_title_only,no document DOI recovered; strong title agreement,,551. PSYCHEDELICS AND OCD: TRANSLATIONAL APPROACHES,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1093_ijnp_pyaf052_368.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1093_ijnp_pyaf052.368__39774e602a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1093_ijnp_pyaf052.368__39774e602a.pdf,True,,target_present_in_container_needs_segmentation,PMC12359607,not_needed,True,https://academic.oup.com/ijnp/article-pdf/28/Supplement_2/ii183/64073164/pyaf052.368.pdf,https://doi.org/10.1093/ijnp/pyaf052.368,exact_pmc_record_available_xml_needs_probe,2,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
