# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/j.brainres.2014.03.026,,,Central antinociception induced by ketamine is mediated by endogenous opioids and μ- and δ-opioid receptors,2014,Daniela da Fonseca Pacheco; Thiago Roberto Lima Romero; Igor Dimitri Gama Duarte
10.1002/dta.1668,,,"Characterization of a novel and potentially lethal designer drug <i>(±)‐cis‐para</i>‐methyl‐4‐methylaminorex (4,4'‐DMAR, or ‘Serotoni’)",2014,Simon D. Brandt; Michael H. Baumann; John S. Partilla; Pierce V. Kavanagh; John D. Power; Brian Talbot; Brendan Twamley; Olivia Mahony; John O’Brien; Simon Elliott
10.1007/s11064-014-1253-y,,,Correlating the Metabolic Stability of Psychedelic 5-HT2A Agonists with Anecdotal Reports of Human Oral Bioavailability,2014,Sebastian Leth‐Petersen; Christoffer Bundgaard; Martin Hansen; Martin A. Carnerup; Jan Kehler; Jesper L. Kristensen
10.1016/j.bmc.2014.10.022,,,Cyclic side-chain-linked opioid analogs utilizing cis- and trans-4-aminocyclohexyl-d-alanine,2014,Justyna Piekielna‐Ciesielska; Luca Gentilucci; Rossella De Marco; Renata Perlikowska; Anna Adamska; Jacek Olczak; Marzena Mazur; Roberto Artali; Jakub Modranka; Tomasz Janecki
10.1055/s-0034-1382586,,,"Design, synthesis and pharmacological activity of new C(2)-modified salvinorin A analogues",2014,PR Polepally; K.I. White; B.L. Roth; JK Zjawiony
10.1038/mp.2014.10,,,Dopamine and serotonin signaling during two sensitive developmental periods differentially impact adult aggressive and affective behaviors in mice,2014,Qian Yu; Cátia M. Teixeira; Darshini Mahadevia; Yuying Huang; D Balsam; J. John Mann; Jay A. Gingrich; Mark S. Ansorge
10.1093/brain/awu022,,,Dopamine transporter deficiency syndrome: phenotypic spectrum from infancy to adulthood,2014,Joanne Ng; Juan Zhen; Esther Meyer; Kevin Erreger; Yan Li; Naseebullah Kakar; Jamil Ahmad; Holger Thiele; Christian Kubisch; Nicholas L. Rider
10.1016/j.brainres.2014.12.034,,,Effect of environmental enrichment on dopamine and serotonin transporters and glutamate neurotransmission in medial prefrontal and orbitofrontal cortex,2014,Mahesh Darna; Joshua S. Beckmann; Cassandra D. Gipson; Michael T. Bardo; Linda P. Dwoskin
10.3389/fpsyt.2014.00003,,,Effects of Nicotine on the Neurophysiological and Behavioral Effects of Ketamine in Humans,2014,Daniel H. Mathalon; Kyung-Heup Ahn; Edward Perry; Hyun Sang Cho; Brian J. Roach; Rebecca K. Blais; Savita G. Bhakta; Mohini Ranganathan; Judith M. Ford; Deepak Cyril D’Souza
10.1016/c2013-0-09877-5,,,Emerging Targets &amp; Therapeutics in the Treatment of Psychostimulant Abuse,2014,
10.7554/elife.03581,,,GluN2B-containing NMDA receptors regulate depression-like behavior and are critical for the rapid antidepressant actions of ketamine,2014,Oliver H Miller; Lingling Yang; Chih-Chieh Wang; Elizabeth A Hargroder; Yihui Zhang; Eric Delpire; Benjamin J. Hall
10.1073/pnas.1315542111,,,Hypocretin (orexin) facilitates reward by attenuating the antireward effects of its cotransmitter dynorphin in ventral tegmental area,2014,John W. Muschamp; Jonathan A. Hollander; Jennifer L. Thompson; George Voren; Linda Hassinger; Sara Onvani; Theodore M. Kamenecka; Stephanie L. Borgland; Paul J. Kenny; William A. Carlezon
10.1016/j.tins.2014.02.002,,,Illicit dopamine transients: Reconciling actions of abused drugs,2014,Dan P. Covey; Mitchell F. Roitman; Paul A. Garris
10.1017/s1461145714000066,,,In abstinent MDMA users the cortisol awakening response is off-set but associated with prefrontal serotonin transporter binding as in non-users,2014,Vibe G. Frøkjær; David Erritzøe; Klaus K. Holst; Kathrine Skak Madsen; Patrick M. Fisher; Jacob Madsen; Claus Svarer; Gitte M. Knudsen
10.1124/jpet.114.212993,,,Intermittent Cocaine Self-Administration Produces Sensitization of Stimulant Effects at the Dopamine Transporter,2014,Erin S. Calipari; Mark J. Ferris; Cody A. Siciliano; Benjamin Zimmer; Sara R. Jones
10.1074/jbc.m114.563056,,,Intracellular Methamphetamine Prevents the Dopamine-induced Enhancement of Neuronal Firing,2014,Kaustuv Saha; Danielle Sambo; B. D. Richardson; Landon Lin; Brittany Butler; Laura Villarroel; Habibeh Khoshbouei
10.1096/fasebj.28.1_supplement.lb88,,,Kappa Opioid Receptor‐Based Treatments for Pain (LB88),2014,C. Assana; Christian Feller; Mark A. Fogel; A. Frelka; Stewart B. Gottfried; Razan Abu Jaber; Mary A. Keyes; Markus Koehler; Katarzyna Aleksandra Kujawa; N. Lautz
10.1097/aln.0000000000000286,,,Ketamine Metabolomics in the Treatment of Major Depression,2014,Monique van Velzen; Albert Dahan
10.1038/npp.2014.184,,,Losing Control Under Ketamine: Suppressed Cortico-Hippocampal Drive Following Acute Ketamine in Rats,2014,Rosalyn Moran; Matthew W. Jones; Anthony James Blockeel; Rick A. Adams; Klaas Ε. Stephan; Karl Friston
10.1016/j.jpsychires.2014.04.010,,,MAPK signaling correlates with the antidepressant effects of ketamine,2014,Gislaine Z. Réus; Flavio Geraldo Vieira; Helena M. Abelaira; Monique Michels; Débora B. Tomaz; Maria Augusta B. dos Santos; Anelise S. Carlessi; Morgana V. Neotti; Beatriz I. Matias; Jaine R. da Luz
10.1007/s00702-013-1154-2,,,Mechanisms underlying the neuroprotective effect of brain reserve against late life depression,2014,Thomas Fréret; Pierrette Gaudreau; Pascale Schumann‐Bard; Jean‐Marie Billard; Aurel Popa‐Wagner
10.1016/j.biopsych.2014.07.022,,,N-Methyl-D-Aspartate Receptor Antagonist Effects on Prefrontal Cortical Connectivity Better Model Early Than Chronic Schizophrenia,2014,Alan Anticevic; Philip R. Corlett; Michael W. Cole; Aleksandar Savić; Mark G. Gancsos; Yanqing Tang; Grega Repovš; John D. Murray; Naomi Driesen; Peter Morgan
10.1002/da.22227,,,"NEUROBIOLOGY OF STRESS, DEPRESSION, AND RAPID ACTING ANTIDEPRESSANTS: REMODELING SYNAPTIC CONNECTIONS",2014,Ronald S. Duman
10.1016/j.neuint.2014.09.007,,,NMDA receptor dysregulation in chronic state: A possible mechanism underlying depression with BDNF downregulation,2014,Carol E. Vásquez; Romina Riener; Elaine Reynolds; Gabrielle B. Britton
10.14348/molcells.2015.2261,,,Neuropeptide Regulation of Signaling and Behavior in the BNST,2014,Thomas L. Kash; Kristen E. Pleil; Catherine A. Marcinkiewcz; Emily G. Lowery‐Gionta; Nicole A. Crowley; Christopher M. Mazzone; Jonathan A. Sugam; J. Andrew Hardaway; Zoé A. McElligott
10.1016/j.jalz.2014.07.017,,,P4‐246: ACTIVATION OF THE SIGMA‐1 RECEPTOR BY SPECIFIC LIGANDS INHIBITS HUMAN INFLAMMATORY DENDRITIC CELL FUNCTIONS AND EFFECTOR T‐LYMPHOCYTE RESPONSES,2014,Attila Szabó; Attila Kovács; Ede Frecska; Éva Rajnavölgyi
10.1038/nchembio.1545,,,PIP2 regulates psychostimulant behaviors through its interaction with a membrane protein,2014,Peter J. Hamilton; Andrea N. Belovich; George Khelashvili; Christine Saunders; Kevin Erreger; Jonathan A. Javitch; Harald H. Sitte; Harel Weinstein; H Matthies; Aurelio Galli
10.1097/paf.0000000000000082,,,Pathological Findings in 2 Cases of Fatal 25I-NBOMe Toxicity,2014,Jeffrey P. Walterscheid; Garrett Phillips; A España López; Morna Gonsoulin; Hsin-Hung Chen; Luis A. Sánchez
10.1124/jpet.114.218487,,,Pharmacology of a Novel Central Nervous System–Penetrant P2X7 Antagonist JNJ-42253432,2014,Brian Lord; Leah Aluisio; James R. Shoblock; Robert A. Neff; Elena I. Varlinskaya; Marc Ceusters; Timothy W. Lovenberg; Nicholas I. Carruthers; Pascal Bonaventure; Michael A. Letavic
10.1371/journal.pone.0088617,,,Preclinical Evidence of Rapid-Onset Antidepressant-Like Effect in Radix Polygalae Extract,2014,Im-Joon Shin; Sung Un Son; Hyunwoo Park; Yoorim Kim; Sung Hyun Park; Kelley M. Swanberg; Joo-Yeon Shin; Sang-Kyu Ha; Yoonju Cho; Soo-Yong Bang
10.1523/jneurosci.1107-14.2014,,,Reduction of Brain Kynurenic Acid Improves Cognitive Function,2014,Rouba Kozak; Brian Campbell; Christine A. Strick; W. Elliott Horner; William E. Hoffmann; Tamás Kiss; Douglas S. Chapin; Daniel J. McGinnis; Amanda Abbott; Bradley M. Roberts
10.1177/0269881114531666,,,Repeated lysergic acid diethylamide in an animal model of depression: Normalisation of learning behaviour and hippocampal serotonin 5-HT <sub>2</sub> signalling,2014,Tobias Buchborn; Helmut Schröder; Volker Höllt; Gisela Grecksch
10.1016/j.bbr.2014.05.065,,,Requirement of AMPA receptor stimulation for the sustained antidepressant activity of ketamine and LY341495 during the forced swim test in rats,2014,Hiroyuki Koike; Shigeyuki Chaki
10.1007/s00213-014-3747-3,,,Role of ionotropic glutamate receptors in delay and probability discounting in the rat,2014,Justin R. Yates; Seth R. Batten; Michael T. Bardo; Joshua S. Beckmann
10.1038/tp.2014.90,,,SLC6A3 coding variant Ala559Val found in two autism probands alters dopamine transporter function and trafficking,2014,Erica Bowton; Christine Saunders; India A. Reddy; Nicholas G. Campbell; Peter J. Hamilton; L. Keith Henry; Hilary Coon; Dhananjay Sakrikar; Jeremy Veenstra‐VanderWeele; Randy Blakely
10.31480/2330-4871/004,,,Salvinorin A: A Mini Review of Physical and Chemical Properties Affecting Its Translation from Research to Clinical Applications in Humans,2014,O Ayalogu Edward; Renyu Liu
10.1016/j.bbr.2014.10.008,,,Serotonin revisited,2014,Christian P. Müller; Judith R. Homberg
10.1007/s00213-013-3378-0,,,"Serotonin-1A receptor stimulation mediates effects of a metabotropic glutamate 2/3 receptor antagonist, 2S-2-amino-2-(1S,2S-2-carboxycycloprop-1-yl)-3-(xanth-9-yl)propanoic acid (LY341495), and an N-methyl-D-aspartate receptor antagonist, ketamine, in the novelty-suppressed feeding test",2014,Kenichi Fukumoto; Michihiko Iijima; Shigeyuki Chaki
10.2174/1381612819666140110120435,,,Targeting of NMDA Receptors in the Treatment of Major Depression,2014,Yonghui Dang; Xian-Cang Ma; Ji‐chun Zhang; Qian Ren; Jin Wu; Chengge Gao; Kenji Hashimoto
10.3109/01677063.2014.908191,,,The Dopamine Transporter Expression Level Differentially Affects Responses to Cocaine and Amphetamine,2014,Barbara Cagniard; Tatyana D. Sotnikova; Raul R. Gainetdinov; Xiaoxi Zhuang
10.1177/0269881114523866,,,"The NBOMe hallucinogenic drug series: Patterns of use, characteristics of users and self-reported effects in a large international sample",2014,Will Lawn; Monica J. Barratt; M.L. Williams; A. J. Horne; Adam Winstock
10.1177/0269881114538543,,,The NMDAr antagonist ketamine interferes with manipulation of information for transitive inference reasoning in non-human primates,2014,Emiliano Brunamonti; Valentina Mione; Fabio Di Bello; Paolo De Luna; Aldo Genovesio; Stefano Ferraina
10.2174/1381612819666131216114240,,,The Novel Object Recognition Test in Rodents in Relation to Cognitive Impairment in Schizophrenia,2014,Lakshmi Rajagopal; Bill W. Massey; Mei Huang; Yoshihiro Oyamada; Herbert Meltzer
10.1017/s1461145714000996,,,The dopamine reuptake inhibitor MRZ-9547 increases progressive ratio responding in rats,2014,Susanne Sommer; Wojciech Danysz; Hermann Russ; Barbara Valastro; Gunnar Flik; Wolfgang Hauber
10.1073/pnas.1417294111,,,"The rare DAT coding variant Val559 perturbs DA neuron function, changes behavior, and alters in vivo responses to psychostimulants",2014,Marc Mergy; Raajaram Gowrishankar; Paul J. Gresch; Stephanie C. Gantz; John T. Williams; Gwynne L. Davis; C. A. Wheeler; Gregg D. Stanwood; Maureen K. Hahn; Randy Blakely
10.1016/j.lfs.2014.02.014,,,The role of mTOR in depression and antidepressant responses,2014,Helena M. Abelaira; Gislaine Z. Réus; Morgana V. Neotti; João Quevedo
10.1177/0269881113492900,,,5-HT1A and 5-HT2A receptor control of a panic-like defensive response in the rat dorsomedial hypothalamic nucleus,2013,Valquíria Camin de Bortoli; Paula Shimene de Melo Yamashita; Hélio Zangrossi
10.1038/ncomms2568,,,A C-terminal PDZ domain-binding sequence is required for striatal distribution of the dopamine transporter,2013,Mattias Rickhag; Freja Herborg; G. Sørensen; Kristine Nørgaard Strandfelt; Bjørn Andresen; Kamil Gotfryd; Kenneth L. Madsen; Ib Vestergaard Klewe; Ina Ammendrup‐Johnsen; Jacob Eriksen
10.3109/15563650.2013.772191,,,A case of 25I-NBOMe (25-I) intoxication: a new potent 5-HT2A agonist designer drug,2013,S. Rutherfoord Rose; Justin L. Poklis; Alphonse Poklis
10.1016/j.jad.2013.11.014,,,"A review of ketamine in affective disorders: Current evidence of clinical efficacy, limitations of use and pre-clinical evidence on proposed mechanisms of action",2013,Marie Naughton; Gerard Clarke; Olivia F. O’Leary; John F. Cryan; Timothy G. Dinan
10.1038/tp.2013.62,,,"A variant on the kappa opioid receptor gene (OPRK1) is associated with stress response and related drug craving, limbic brain activation and cocaine relapse risk",2013,Ke Xu; Dae Yun Seo; Colin A. Hodgkinson; Yuzheng Hu; David Goldman; Rajita Sinha
10.1097/wnr.0b013e32836131ad,,,Acute ketamine-induced neuroplasticity,2013,Vincenzo Tedesco; Chiara Ravagnani; Daniele Bertoglio; Cristiano Chiamulera
10.3389/fpsyt.2013.00072,,,Addiction is a Reward Deficit and Stress Surfeit Disorder,2013,George F. Koob
10.1073/pnas.1220552110,,,"Amphetamine actions at the serotonin transporter rely on the availability of phosphatidylinositol-4,5-bisphosphate",2013,Florian Buchmayer; Klaus Schicker; Thomas Steinkellner; Petra Geier; Gerald Stübiger; Peter J. Hamilton; Andreas Jurik; Thomas Stockner; Jae‐Won Yang; Therese Montgomery
10.1111/jnc.12197,,,Amphetamine augments vesicular dopamine release in the dorsal and ventral striatum through different mechanisms,2013,Alicia J. Avelar; Steven A. Juliano; Paul A. Garris
10.3389/fnana.2013.00023,,,Brain damages in ketamine addicts as revealed by magnetic resonance imaging,2013,Chunmei Wang; Dong Zheng; Jie Xu; Waiping Lam; David T. Yew
10.1016/j.ejphar.2013.06.028,,,Comparison of the ex vivo receptor occupancy profile of ketamine to several NMDA receptor antagonists in mouse hippocampus,2013,Brian Lord; Cindy Wintmolders; Xavier Langlois; Leslie Nguyen; Tim Lovenberg; Pascal Bonaventure
10.1016/j.pnpbp.2013.06.010,,,"Different effects of the NMDA receptor antagonists ketamine, MK-801, and memantine on postsynaptic density transcripts and their topography: Role of Homer signaling, and implications for novel antipsychotic and pro-cognitive targets in psychosis",2013,Andrea de Bartolomeis; Chiara Sarappa; Elisabetta Filomena Buonaguro; Federica Marmo; Anna Eramo; Carmine Tomasetti; Felice Iasevoli
10.1096/fj.12-218727,,,Differential targeting of the dopamine transporter to recycling or degradative pathways during amphetamine‐ or PKC‐regulated endocytosis in dopamine neurons,2013,Weimin Hong; Susan Amara
10.1007/s00221-013-3579-0,,,Effects of psilocybin on hippocampal neurogenesis and extinction of trace fear conditioning,2013,Briony J. Catlow; Shijie Song; Daniel Paredes; Cheryl L. Kirstein; Juan Sanchez‐Ramos
10.1523/jneurosci.4774-12.2013,,,Foxa1 and Foxa2 Are Required for the Maintenance of Dopaminergic Properties in Ventral Midbrain Neurons at Late Embryonic Stages,2013,Simon Stott; Emmanouil Metzakopian; Wei Lin; Klaus H. Kaestner; René Hen; Siew‐Lan Ang
10.1038/npp.2013.171,,,Kappa Opioid Receptors on Dopaminergic Neurons Are Necessary for Kappa-Mediated Place Aversion,2013,Vladimir I. Chefer; Cristina M. Bäckman; Eduardo D. Gigante; Toni S. Shippenberg
10.1177/2045125313507739,,,"Ketamine as the prototype glutamatergic antidepressant: pharmacodynamic actions, and a systematic review and meta-analysis of efficacy",2013,Caroline Caddy; Giovanni Giaroli; Thomas White; Sukhwinder S. Shergill; Derek K. Tracy
10.1007/s11920-013-0394-z,,,"Ketamine, Sleep, and Depression: Current Status and New Questions",2013,Wallace C. Duncan; Carlos A. Zarate
10.1016/j.jpsychires.2013.02.015,,,"Ketamine, magnesium and major depression – From pharmacology to pathophysiology and back",2013,Harald Murck
10.1016/j.eurpsy.2013.10.005,,,Ketamine-induced antidepressant effects are associated with AMPA receptors-mediated upregulation of mTOR and BDNF in rat hippocampus and prefrontal cortex,2013,Wenhua Zhou; N. Wang; Chun Yang; X.-M. Li; Zhiqiang Zhou; Jianjun Yang
10.1523/jneurosci.1979-13.2013,,,Long-Term Antagonism of κ Opioid Receptors Prevents Escalation of and Increased Motivation for Heroin Intake,2013,Joel E. Schlosburg; Timothy W. Whitfield; Paula E. Park; Elena Crawford; Olivier George; Leandro F. Vendruscolo; George F. Koob
10.1074/jbc.m112.441295,,,Membrane-permeable C-terminal Dopamine Transporter Peptides Attenuate Amphetamine-evoked Dopamine Release*,2013,Mattias Rickhag; William A. Owens; Marie-Therese Winkler; Kristine Nørgaard Strandfelt; Mette Rathje; G. Sørensen; Bjørn Andresen; Kenneth L. Madsen; Trine N. Jørgensen; Gitta Wörtwein
10.1038/ncomms3720,,,Methylphenidate amplifies the potency and reinforcing effects of amphetamines by increasing dopamine transporter expression,2013,Erin S. Calipari; Mark J. Ferris; Ali Salahpour; Marc G. Caron; Sara R. Jones
10.3389/fneur.2013.00139,,,Modafinil as a Catecholaminergic Agent: Empirical Evidence and Unanswered Questions,2013,Jonathan P. Wisor
10.3109/15622975.2013.830775,,,Multiple levels of impaired neural plasticity and cellular resilience in bipolar disorder: Developing treatments using an integrated translational approach,2013,Rodrigo Machado‐Vieira; Márcio Gerhardt Soeiro‐de‐Souza; Erica M. Richards; Antônio Lúcio Teixeira; Carlos A. Zarate
10.1073/pnas.1304308110,,,"Multiple risk pathways for schizophrenia converge in serine racemase knockout mice, a mouse model of NMDA receptor hypofunction",2013,Darrick T. Balu; Yan Li; Matthew D. Puhl; Michael A. Benneyworth; Alo C. Basu; Shunsuke Takagi; Vadim Y. Bolshakov; Joseph T. Coyle
10.1371/journal.pone.0079326,,,NMDA Receptor Antagonist Ketamine Impairs Feature Integration in Visual Perception,2013,Julia D. I. Meuwese; Anouk M. van Loon; H. Steven Scholte; Philipp Lirk; Nienke Vulink; Markus W. Hollmann; Victor A. F. Lamme
10.1038/npp.2013.71,,,NMDA Receptor Blockade by Ketamine Abrogates Lipopolysaccharide-Induced Depressive-Like Behavior in C57BL/6J Mice,2013,Adam K. Walker; David Budac; Stephanie Bisulco; Anna W. Lee; Robin A.J. Smith; Brent Beenders; Keith W. Kelley; Robert Dantzer
10.1002/wps.20058,,,Neurobiological advances identify novel antidepressant targets,2013,Ronald S. Duman
10.1007/s40263-013-0084-8,,,"Overdose of Drugs for Attention-Deficit Hyperactivity Disorder: Clinical Presentation, Mechanisms of Toxicity, and Management",2013,Henry A. Spiller; Hannah L. Hays; Alfred Aleguas
10.1016/j.pnpbp.2013.04.017,,,Pharmacological blockade of GluN2B-containing NMDA receptors induces antidepressant-like effects lacking psychotomimetic action and neurotoxicity in the perinatal and adult rodent brain,2013,Juan M. Lima‐Ojeda; Miriam A. Vogt; Natascha Pfeiffer; Christof Dormann; Georg Köhr; Rolf Sprengel; Peter Gass; Dragoš Inta
