# discovered queue (mechanistic) generated at 2026-05-15T06:35:09.796789+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1124/mol.108.048744,,,A Juxtamembrane Mutation in the N Terminus of the Dopamine Transporter Induces Preference for an Inward-Facing Conformation,2008,Bipasha Guptaroy; Minjia Zhang; Erica Bowton; Francesca Binda; Lei Shi; Harel Weinstein; Aurelio Galli; Jonathan A. Javitch; Richard R. Neubig; Margaret E. Gnegy
10.1073/pnas.0708862105,,,Agonist-directed signaling of the serotonin 2A receptor depends on β-arrestin-2 interactions <i>in vivo</i>,2008,Cullen L. Schmid; Kirsten M. Raehal; Laura Bohn
10.1016/j.ejphar.2008.07.040,,,"Agonist-directed trafficking of signalling at serotonin 5-HT2A, 5-HT2B and 5-HT2C-VSV receptors mediated Gq/11 activation and calcium mobilisation in CHO cells",2008,Didier Cussac; Élisa Boutet-Robinet; Marie‐Christine Ailhaud; Adrian Newman‐Tancredi; Jean‐Claude Martel; Nathalie Danty; Isabelle Rauly‐Lestienne
10.1074/jbc.m805298200,,,Amphetamine and Methamphetamine Differentially Affect Dopamine Transporters in Vitro and in Vivo,2008,J. Shawn Goodwin; Gaynor A. Larson; Jarod Swant; Namita Sen; Jonathan A. Javitch; Nancy R. Zahniser; Louis J. DeFelice; Habibeh Khoshbouei
10.1523/jneurosci.0473-08.2008,,,Anomalous Dopamine Release Associated with a Human Dopamine Transporter Coding Variant,2008,Michelle S. Mazei‐Robison; Erica Bowton; Marion Holy; Martin Schmudermaier; Michael Freissmuth; Harald H. Sitte; Aurelio Galli; Randy Blakely
10.1038/bjp.2008.177,,,"Cannabidiol, extracted from<i>Cannabis sativa</i>, selectively inhibits inflammatory hypermotility in mice",2008,Raffaele Capasso; Francesca Borrelli; Gabriella Aviello; Barbara Romano; Caterina Scalisi; Francesco Capasso; Angelo A. Izzo
10.1111/j.1742-7843.2008.00210.x,,,Chronic Administration of Ketamine Elicits Antidepressant‐Like Effects in Rats without Affecting Hippocampal Brain‐Derived Neurotrophic Factor Protein Levels,2008,Lêda Soares Brandão Garcia; Clarissa M. Comim; Samira S. Valvassori; Gislaine Z. Réus; Ana C. Andreazza; Laura Stertz; Gabriel R. Fries; Elaine C. Gavioli; Flávio Kapczinski; João Quevedo
10.1523/jneurosci.3632-07.2008,,,Chronic Fluoxetine Stimulates Maturation and Synaptic Plasticity of Adult-Born Hippocampal Granule Cells,2008,Jingwen Wang; Denis J. David; James E. Monckton; Fortunato Battaglia; René Hen
10.1080/15622970701714370,,,Comparison of racemic ketamine and<i>S</i>-ketamine in treatment-resistant major depression: Report of two cases,2008,Robert Paul; Nadine Schaaff; Frank Padberg; Hans‐Jürgen Möller; Thomas Frodl
10.1007/s00210-008-0358-8,,,"Comparison of the diuretic effects of chemically diverse kappa opioid agonists in rats: nalfurafine, U50,488H, and salvinorin A",2008,Saadet Inan; D. Y.-W. Lee; Lee‐Yuan Liu‐Chen; A. Cowan
10.1523/jneurosci.2796-07.2008,,,Currents in Response to Rapid Concentration Jumps of Amphetamine Uncover Novel Aspects of Human Dopamine Transporter Function,2008,Kevin Erreger; Christof Grewer; Jonathan A. Javitch; Aurelio Galli
10.1162/jocn.2008.20097,,,Deviance-elicited Changes in Event-related Potentials are Attenuated by Ketamine in Mice,2008,Richard S. Ehrlichman; Christina R. Maxwell; Sonalee Majumdar; Steven J. Siegel
10.1016/j.brainresbull.2008.05.003,,,Differential effects of opioid agonists on G protein expression in CHO cells expressing cloned human opioid receptors,2008,Heng Xu; Xiaoying Wang; John S. Partilla; Kristen Bishop-Mathis; Tova S. Benaderet; Christina M. Dersch; Denise S. Simpson; Thomas E. Prisinzano; Richard B. Rothman
10.1016/j.biopsych.2007.12.011,,,Dysregulation of the Mesolimbic Dopamine System and Reward in MCH−/− Mice,2008,Pavlos Pissios; L. Frank; Adam R. Kennedy; Douglas R. Porter; Francis E. Marino; Fenfen Liu; Emmanuel N. Pothos; Eleftheria Maratos–Flier
10.1124/jpet.108.143925,,,Effects of Atypical κ-Opioid Receptor Agonists on Intrathecal Morphine-Induced Itch and Analgesia in Primates,2008,Mei‐Chuan Ko; Stephen M. Husbands
10.1007/s00213-007-1067-6,,,Effects of acute and repeated administration of salvinorin A on dopamine function in the rat dorsal striatum,2008,Brenda J. Gehrke; Vladimir I. Chefer; Toni S. Shippenberg
10.1016/j.neulet.2008.09.035,,,Effects of salvinorin A on locomotor sensitization to D2/D3 dopamine agonist quinpirole,2008,Pieter Beerepoot; Vincent Lam; Alice Luu; Bernice Tsoi; Daniel J. Siebert; Henry Szechtman
10.1016/j.mehy.2008.07.052,,,Endogenous hallucinogens as ligands of the trace amine receptors: A possible role in sensory perception,2008,Jason Wallach
10.1038/sj.npp.1301659,,,Exposure to the Selective κ-Opioid Receptor Agonist Salvinorin A Modulates the Behavioral and Molecular Effects of Cocaine in Rats,2008,Elena H. Chartoff; David N. Potter; Diane Damez-Werno; Bruce M. Cohen; William A. Carlezon
10.1016/j.biopsych.2008.09.029,,,Family History of Alcohol Dependence and Initial Antidepressant Response to an N-methyl-D-aspartate Antagonist,2008,Laura E. Phelps; Nancy E. Brutsché; Jazmin R. Moral; David A. Luckenbaugh; Husseini K. Manji; Carlos A. Zarate
10.1001/archgenpsychiatry.2007.37,,,Glutamate and the Neural Basis of the Subjective Effects of Ketamine,2008,J.F.W. Deakin; Jane Lees; Shane McKie; Jaime E. C. Hallak; S. R. Williams; Serdar Dursun
10.1021/jm701162g,,,Herkinorin Analogues with Differential β-Arrestin-2 Interactions,2008,Kevin Tidgewell; Chad E. Groer; Wayne W. Harding; Anthony Lozama; Matthew Schmidt; Alfred Marquam; Jessica A. Hiemstra; John S. Partilla; Christina M. Dersch; Richard B. Rothman
10.1038/nature06612,,,Identification of a serotonin/glutamate receptor complex implicated in psychosis,2008,Javier González‐Maeso; Rosalind L. Ang; Tony Yuen; Pokman Chan; Noelia Weisstaub; Juan F. López‐Giménez; Ming‐Ming Zhou; Yuuya Okawa; Luís F. Callado; Graeme Milligan
10.1073/pnas.0707646105,,,Increased amphetamine-induced hyperactivity and reward in mice overexpressing the dopamine transporter,2008,Ali Salahpour; Amy J. Ramsey; Ivan O. Medvedev; Brian M. Kile; Tatyana D. Sotnikova; Ericka C. Holmstrand; Valentina Ghisi; P J Nicholls; Ling M. Wong; Karen L. Murphy
10.1038/bjp.2008.294,,,"Inhibitory effect of salvinorin A, from<i>Salvia divinorum</i>, on ileitis‐induced hypermotility: cross‐talk between κ‐opioid and cannabinoid CB<sub>1</sub>receptors",2008,Raffaele Capasso; Francesca Borrelli; M.G. Cascio; Gabriella Aviello; Krzysztof Huben; Jordan K. Zjawiony; Pietro Marini; Barbara Romano; Vincenzo Di Marzo; Francesco Capasso
10.1523/jneurosci.4457-08.2008,,,Interleukin-6 Mediates the Increase in NADPH-Oxidase in the Ketamine Model of Schizophrenia,2008,M. Margarita Behrens; Sameh S. Ali; Laura L. Dugan
10.1038/bjp.2008.273,,,Investigation of the role of 5‐HT <sub>2</sub> receptor subtypes in the control of the bladder and the urethra in the anaesthetized female rat,2008,Yvonne Mbaki; Andrew G. Ramage
10.1111/j.1471-4159.2008.05745.x,,,Kappa opioids promote the proliferation of astrocytes via Gβγ and β‐arrestin 2‐dependent MAPK‐mediated pathways,2008,Gregory McLennan; Alexi Kiss; Mayumi Miyatake; Mariana M. Belcheva; Kari T. Chambers; John J. Pozek; Yasmin Mohabbat; Robert A. Moyer; Laura Bohn; Carmine Coscia
10.1007/978-3-540-74806-9_15,,,Ketamine,2008,B. Sinner; B. M. Graf
10.1523/jneurosci.5443-07.2008,,,"Ketamine, But Not Phencyclidine, Selectively Modulates Cerebellar GABA <sub>A</sub> Receptors Containing α6 and δ Subunits",2008,Wulf Hevers; Stephen Hadley; Hartmut Lüddens; Jahanshah Αmin
10.1038/nchembio0208-91,,,Losing inhibition with ketamine,2008,Jeremy K. Seamans
10.1177/0269881108097724,,,Low striatal serotonin transporter protein in a human polydrug MDMA (ecstasy) user: a case study,2008,SJ Kish; Paul S. Fitzmaurice; LJ Chang; Yoshiaki Furukawa; Junchao Tong
10.1177/0269881107083639,,,"MDMA-induced impairment in primates: antagonism by a selective norepinephrine or serotonin, but not by a dopamine/norepinephrine transport inhibitor",2008,Christopher D. Verrico; Laurie J. Lynch; Michele A. Fahey; Ashley-Kay Fryer; Gregory M. Miller; Bertha K. Madras
10.2174/138620708784911483,,,Massively Parallel Screening of the Receptorome,2008,Niels Jensen; Bryan Roth
10.1016/j.neubiorev.2008.03.012,,,Models of schizophrenia in humans and animals based on inhibition of NMDA receptors,2008,Vĕra Bubeníková‐Valešová; Jiřı́ Horáček; Monika Vrajová; Cyril Höschl
10.1016/j.bmc.2008.12.012,,,Modification of the furan ring of salvinorin A: Identification of a selective partial agonist at the kappa opioid receptor,2008,Cécile Béguin; Katharine K. Duncan; Thomas A. Munro; Douglas M. Ho; Wei Xu; Lee‐Yuan Liu‐Chen; William A. Carlezon; Bruce M. Cohen
10.1017/s1461145708009334,,,Modulation of the cortical processing of novel and target stimuli by drugs affecting glutamate and GABA neurotransmission,2008,Todd D. Watson; Ismene L. Petrakis; Javon Edgecombe; Albert C. Perrino; John H. Krystal; Daniel H. Mathalon
10.1038/nn.2156,,,Neurons born in the adult dentate gyrus form functional synapses with target cells,2008,Nicolas Toni; Diego A. Laplagne; Chunmei Zhao; Gabriela Lombardi; Charles E. Ribak; Fred H. Gage; Alejandro F. Schinder
10.1038/sj.npp.1301652,,,Novel Drugs and Therapeutic Targets for Severe Mood Disorders,2008,Sanjay J. Mathew; Husseini K. Manji; Dennis S. Charney
10.1016/j.bmcl.2008.01.009,,,Novel highly potent μ-opioid receptor antagonist based on endomorphin-2 structure,2008,Jakub Fichna; Jean-Claude do-Rego; Tomasz Janecki; Renata Staniszewska; Jeroen Poels; Jozef Vanden Broeck; Jean Costentin; Peter W. Schiller; Anna Janecka
10.1080/15563650701241795,,,Opioid receptors and legal highs:<i>Salvia divinorum</i>and Kratom,2008,Kavita M. Babu; Christopher R. McCurdy; Edward W. Boyer
10.1016/j.neuint.2008.02.003,,,Partial recovery of dopaminergic pathway after graft of adult mesenchymal stem cells in a rat model of Parkinson's disease,2008,Gaëlle Bouchez; Luc Sensebé; Patrick Vourc’h; Lucette Garreau; Sylvie Bodard; Angélique Rico; Denis Guilloteau; Pierre Charbord; Jean‐Claude Besnard; Sylvie Chalon
10.1016/j.neuroimage.2008.03.003,,,"Pharmacokinetics of the potent hallucinogen, salvinorin A in primates parallels the rapid onset and short duration of effects in humans",2008,Jacob M. Hooker; Youwen Xu; Wynne K. Schiffer; Colleen Shea; Pauline Carter; Joanna S. Fowler
10.1007/s00213-008-1218-4,,,"Positron emission tomographic studies of brain dopamine and serotonin transporters in abstinent (±)3,4-methylenedioxymethamphetamine (“ecstasy”) users: relationship to cognitive performance",2008,Una D. McCann; Zsolt Szabó; Melin Vranešić; Michael Palermo; William B. Mathews; Hayden T. Ravert; Robert F. Dannals; George A. Ricaurte
10.1124/jpet.108.147959,,,Protein Kinase Cβ Is a Critical Regulator of Dopamine Transporter Trafficking and Regulates the Behavioral Response to Amphetamine in Mice,2008,Rong Chen; Cheryse A. Furman; Minjia Zhang; Myung N. Kim; Robert W. Gereau; Michael Leitges; Margaret E. Gnegy
10.1007/s00213-008-1072-4,,,Realistic expectations of prepulse inhibition in translational models for schizophrenia research,2008,Neal R. Swerdlow; Martin Weber; Ying Qu; Gregory A. Light; David Braff
10.1007/s00213-007-1047-x,,,Relationship between ketamine-induced psychotic symptoms and NMDA receptor occupancy—a [123I]CNS-1261 SPET study,2008,James Stone; Kjell Erlandsson; Erik Årstad; Lisa Squassante; Vincenzo Teneggi; Rodrigo A. Bressan; John H. Krystal; Peter J. Ell; Lyn S. Pilowsky
10.1002/cne.21685,,,Role of endogenous sleep‐wake and analgesic systems in anesthesia,2008,Jun Lu; Laura E. Nelson; Nick Franks; Mervyn Maze; Nancy L. Chamberlin; Clifford B. Saper
10.1523/jneurosci.5723-07.2008,,,"Serotonin 5-HT<sub>2B</sub>Receptors Are Required for 3,4-Methylenedioxymethamphetamine-Induced Hyperlocomotion and 5-HT Release<i>In Vivo</i>and<i>In Vitro</i>",2008,Stéphane Doly; Emmanuel Valjent; Vincent Setola; Jacques Callebert; Denis Hervé; Jean‐Marie Launay; Luc Maroteaux
10.1016/j.tips.2008.06.006,,,Serotonin research: contributions to understanding psychoses,2008,Mark A. Geyer; Franz X. Vollenweider
10.1016/j.tetlet.2007.12.041,,,Short synthesis of a novel class of salvinorin A analogs with hemiacetalic structure,2008,R. V. Bikbulatov; Jeremy Stewart; Wentao Jin; Feng Yan; Bryan L. Roth; Daneel Ferreira; Jordan K. Zjawiony
10.1124/mol.108.048447,,,Syntaxin 1A Interaction with the Dopamine Transporter Promotes Amphetamine-Induced Dopamine Efflux,2008,Francesca Binda; Concetta Dipace; Erica Bowton; Sabrina D. Robertson; Brandon J. Lute; Jacob U. Fog; Minjia Zhang; Namita Sen; Roger Colbran; Margaret E. Gnegy
10.1016/j.bmc.2008.04.020,,,Synthesis and in vitro evaluation of a library of modified endomorphin 1 peptides,2008,Yasuko Koda; Mark Del Borgo; Susanne T. Wessling; Lawrence H. Lazarus; Yoshio Okada; István Tóth; Joanne T. Blanchfield
10.1016/j.tet.2008.08.043,,,Synthetic studies of neoclerodane diterpenoids from Salvia splendens and evaluation of opioid receptor affinity,2008,Gianfranco Fontana; Giuseppe Savona; Blanca Rodríguez; Christina M. Dersch; Richard B. Rothman; Thomas E. Prisinzano
10.1523/jneurosci.4458-07.2008,,,The Dysphoric Component of Stress Is Encoded by Activation of the Dynorphin κ-Opioid System,2008,Benjamin B. Land; Michael R. Bruchas; Julia C. Lemos; Mei Xu; Erica J. Melief; Charles Chavkin
10.1124/jpet.108.140079,,,"The Effects of Herkinorin, the First μ-Selective Ligand from a Salvinorin A-Derived Scaffold, in a Neuroendocrine Biomarker Assay in Nonhuman Primates",2008,Eduardo R. Butelman; Szymon Rus; Denise S. Simpson; A P Wolf; Thomas E. Prisinzano; Mary Jeanne Kreek
10.1016/j.brainresrev.2008.07.006,,,The acute effects of NMDA antagonism: From the rodent to the human brain,2008,Handan Gunduz-Bruce
10.1038/nn.2146,,,The binding sites for cocaine and dopamine in the dopamine transporter overlap,2008,Thijs Beuming; Julie Kniazeff; M Bergmann; Lei Shi; Luis Gracia; Klaudia Raniszewska; Amy Hauck Newman; Jonathan A. Javitch; Harel Weinstein; Ulrik Gether
10.1016/j.neuroscience.2008.03.080,,,The entry of manganese ions into the brain is accelerated by the activation of N-methyl-d-aspartate receptors,2008,Kouichi Itoh; M. Sakata; Masashi Watanabe; Yoshikatsu Aikawa; Hirotada Fujii
10.1017/s146114570800847x,,,The role of 5-HT2A and 5-HT2C receptors in the signal attenuation rat model of obsessive–compulsive disorder,2008,Shlomit Flaisher-Grinberg; Oded Klavir; Daphna Joel
10.1021/jm701040v,,,Toward a Structure-Based Model of Salvinorin A Recognition of the κ-Opioid Receptor,2008,Brian E. Kane; Christopher R. McCurdy; David M. Ferguson
10.1016/j.neuropharm.2008.07.049,,,Towards a quantitative representation of the cell signaling mechanisms of hallucinogens: Measurement and mathematical modeling of 5-HT1A and 5-HT2A receptor-mediated ERK1/2 activation,2008,Chiung-Wen Chang; Ethan Poteet; John A. Schetz; Zeynep H. Gümüş; Harel Weinstein
10.1523/jneurosci.4569-08.2008,,,δ-Opioid Receptor Expression in the Ventral Tegmental Area Protects Against Elevated Alcohol Consumption,2008,Elyssa B. Margolis; Howard L. Fields; Gregory O. Hjelmstad; Jennifer Mitchell
10.1124/jpet.107.132142,,,2-Methoxymethyl-Salvinorin B Is a Potent κ Opioid Receptor Agonist with Longer Lasting Action in Vivo Than Salvinorin A,2007,Yu‐Lin Wang; Yong Chen; Wei Xu; David Y.W. Lee; Zhongze Ma; Scott M. Rawls; Alan Cowan; Lee‐Yuan Liu‐Chen
10.1016/j.biopsych.2006.11.005,,,"3,4-Methylenedioxymethamphetamine Self-Administration is Abolished in Serotonin Transporter Knockout Mice",2007,José Trigo; Thibault Renoir; Laurence Lanfumey; M. Hamon; Klaus‐Peter Lesch; Patricia Robledo; Rafaël Maldonado
10.1186/1860-5397-3-1,,,8-<i>epi</i>-Salvinorin B: crystal structure and affinity at the κ opioid receptor,2007,Thomas A. Munro; Katharine K. Duncan; Richard J. Staples; Wei Xu; Lee‐Yuan Liu‐Chen; Cécile Béguin; William A. Carlezon; Bruce M. Cohen
10.1055/s-2007-981566,,,<i>Salvia divinorum</i> and Salvinorin A: An Update on Pharmacology and Analytical Methodology,2007,Oliver Grundmann; Stephen M. Phipps; Immo Zadezensky; Veronika Butterweck
10.1124/jpet.107.125500,,,A Select Set of Opioid Ligands Induce Up-Regulation by Promoting the Maturation and Stability of the Rat κ-Opioid Receptor in Human Embryonic Kidney 293 Cells,2007,Kenneth M. Wannemacher; Prem N. Yadav; Richard Howells
10.1111/j.1528-1167.2007.01384.x,,,A combination of ketamine and diazepam synergistically controls refractory status epilepticus induced by cholinergic stimulation,2007,Brandon S. Martin; Jaideep Kapur
10.1007/s00213-007-0910-0,,,A pharmacological analysis of mice with a targeted disruption of the serotonin transporter,2007,Meredith A. Fox; Anne M. Andrews; Jens R. Wendland; Klaus‐Peter Lesch; Andrew Holmes; Dennis L. Murphy
10.1016/j.neulet.2007.09.037,,,"Acceleration of serotonin transporter transport-associated current by 3,4-methylenedioxymethanphetamine (MDMA) under acidic conditions",2007,Yosuke Yamauchi; T Izumi; Kazuhiro Unemura; Yoshie Uenishi; Takayuki Nakagawa; Shuji Kaneko
10.1016/j.pnpbp.2007.07.027,,,Acute administration of ketamine induces antidepressant-like effects in the forced swimming test and increases BDNF levels in the rat hippocampus,2007,Lêda Soares Brandão Garcia; Clarissa M. Comim; Samira S. Valvassori; Gislaine Z. Réus; Luciana Mendonça Barbosa; Ana C. Andreazza; Laura Stertz; Gabriel R. Fries; Elaine C. Gavioli; Flávio Kapczinski
10.1007/s00213-007-0895-8,,,Acute and constitutive increases in central serotonin levels reduce social play behaviour in peri-adolescent rats,2007,Judith R. Homberg; Olga J.G. Schiepers; Anton N. M. Schoffelmeer; Edwin Cuppen; Louk J. M. J. Vanderschuren
10.1038/sj.bjp.0707604,,,Agonist‐selective mechanisms of GPCR desensitization,2007,Eamonn Kelly; Christopher Bailey; Graeme Henderson
10.1016/j.neuropharm.2007.11.007,,,Amphetamine-induced decreases in dopamine transporter surface expression are protein kinase C-independent,2007,Ekaterina Boudanova; Deanna M. Navaroli; Haley E. Melikian
10.1021/jm061238m,,,"Bifunctional [2‘,6‘-Dimethyl-<scp>l</scp>-tyrosine]endomorphin-2 Analogues Substituted at Position 3 with Alkylated Phenylalanine Derivatives Yield Potent Mixed μ-Agonist/δ-Antagonist and Dual μ-Agonist/δ-Agonist Opioid Ligands",2007,Tingyou Li; Kimitaka Shiotani; Anna Miyazaki; Yuko Tsuda; Akihiro Ambo; Yusuke Sasaki; Yunden Jinsmaa; Ewa D. Marczak; Sharon D. Bryant; Lawrence H. Lazarus
