# Deterministic prescreen retained queue for mechanistic generated at 2026-05-15T18:25:52.070027+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.2174/187152706784111579,,,"Molecular biology, pharmacology and functional role of the plasma membrane dopamine transporter.",2006,Sotnikova TD; Beaulieu JM; Gainetdinov RR; Caron MG,CNS & neurological disorders drug targets,Journal Article | Review,,2006-02,1871-5273,,,Animals | Brain / drug effects | Brain / metabolism | Dopamine Plasma Membrane Transport Proteins / chemistry | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Plasma Membrane Transport Proteins / metabolism | Humans | Mental Disorders / drug therapy | Mental Disorders / metabolism | Mental Disorders / physiopathology | Neurodegenerative Diseases / metabolism | Neurodegenerative Diseases / physiopathology | Presynaptic Terminals / drug effects | Presynaptic Terminals / metabolism | Psychotropic Drugs / pharmacology | Synaptic Membranes / drug effects | Synaptic Membranes / metabolism | Synaptic Transmission / physiology,,,,,,,,eng,
10.2174/1871527316666170728165648,,,"Potential Novel Treatments for Bipolar Depression: Ketamine, Fatty Acids, Anti-inflammatory Agents, and Probiotics.",2017,Vazquez GH; Camino S; Tondo L; Baldessarini RJ,CNS & neurological disorders drug targets,"Journal Article | Research Support, Non-U.S. Gov't",,2017,1871-5273,1996-3181,,Animals | Anti-Inflammatory Agents / therapeutic use | Bipolar Disorder / drug therapy | Fatty Acids / therapeutic use | Humans | Ketamine / therapeutic use | Probiotics / therapeutic use,Anti-inflammatory | NMDA receptor | bipolar disorder | depression | inflammation | ketamine | polyunsaturated fatty acids | probiotics,,,,,,,eng,
10.2174/1871527320666210121144216,,,Interactions between Ketamine and Magnesium for the Treatment of Pain: Current State of the Art.,2021,Vujović KS; Vučković S; Stojanović R; Divac N; Medić B; Vujović A; Srebro D; Prostran M,CNS & neurological disorders drug targets,"Journal Article | Research Support, Non-U.S. Gov't | Review",,2021,1871-5273,1996-3181,,"Analgesics / therapeutic use | Animals | Chronic Pain / drug therapy | Dose-Response Relationship, Drug | Drug Interactions | Drug Therapy, Combination | Humans | Ketamine / therapeutic use | Magnesium / therapeutic use | Pain Measurement | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",NMDA antagonist | animals | humans. | interaction | ketamine | magnesium | pain,"Ministry of Education, Science and Technological Development of Serbia, Serbia",175023,,,,,eng,
10.22159/ajpcr.2016.v9i5.13345,,,NATURAL PSYCHODYSLEPTIC COMPOUNDS: SOURCES AND PHARMACOLOGY,2016,Sisira Padavala; Ezhilarasan Devaraj,Asian Journal of Pharmaceutical and Clinical Research,journal-article,,2016-09-01,0974-2441,2455-3891,Innovare Academic Sciences Pvt Ltd,,,,,,,,,,
10.22541/au.163575526.69995170/v1,,,Ketamine Treatment for Refractory Anxiety: A systematic review,2021,Jamie Tully; Amelia Dahlén; Connor Haggarty; Helgi Schiöth; Samantha Brooks,,posted-content,,2021-11-01,,,Wiley,,,,,10.1111/bcp.15374,is-preprint-of doi:10.1111/bcp.15374 asserted-by:subject,,,,
10.22541/au.171378690.00112411/v1,,,Psilocybin reduces functional connectivity and the encoding of spatial information by neurons in mouse retrosplenial cortex,2024,Victorita Ivan; David Tomas-Cuesta; Ingrid Esteves; Artur Luczak; Majid Mohajerani; Bruce McNaughton; Aaron Gruber,,posted-content,,2024-04-22,,,Wiley,,,,,,,,,,
10.24869/psyd.2021.468,,,Ketamine as a Novel Drug for Depression Treatment.,2021,Kaczmarek B; Kowalski K; Bogudzińska B; Piotrowski P,Psychiatria Danubina,Journal Article | Review,,2021,0353-5053,,,Antidepressive Agents / therapeutic use | Depression | Humans | Ketamine / therapeutic use | Pharmaceutical Preparations | Suicidal Ideation,,,,,,,,eng,
10.26434/chemrxiv.5318188.v1,,,10-step Synthesis of 20-nor-Salvinorin A by Dynamic Strategic Bond Analysis,2017,Jeremy Roach; Yusuke Sasano; Cullen Schmid; Saheem Zaidi; Vsevolod Katritch; Raymond Stevens; Laura Bohn; Ryan Shenvi,,posted-content,,2017-08-17,,,American Chemical Society (ACS),,,,,,,,,,
10.26434/chemrxiv.5318188.v2,,,10-step Synthesis of 20-nor-Salvinorin A by Dynamic Strategic Bond Analysis,2017,Jeremy Roach; Yusuke Sasano; Cullen Schmid; Saheem Zaidi; Vsevolod Katritch; Raymond Stevens; Laura Bohn; Ryan Shenvi,,posted-content,,2017-08-19,,,American Chemical Society (ACS),,,,,10.1021/acscentsci.7b00488 | 10.26434/chemrxiv.5318188.v1,is-preprint-of doi:10.1021/acscentsci.7b00488 asserted-by:subject | has-version doi:10.26434/chemrxiv.5318188.v1 asserted-by:object,,,,
10.26686/wgtn.17011409,,,Behavioural Pharmacology of Novel Kappa Opioid Compounds,2011,Aashish Sultan Morani,,dissertation,,2011,,,Victoria University of Wellington Library,,,,,,,,,,
10.26686/wgtn.17135909,,,Exploring the side effect profile of 16-Ethynyl Salvinorin A,2019,Stephen George Mathew,,dissertation,,2019,,,Victoria University of Wellington Library,,,,,,,,,,
10.29328/journal.jnnd.1001097,,,The Potential Use of Dimethyltryptamine against Ischemia-reperfusion Injury of the Brain,2024,Attila Kovacs; Anna Mathe; Ede Frecska,Journal of Neuroscience and Neurological Disorders,journal-article,,2024-04-19,2639-3220,2639-3220,Heighten Science Publications Corporation,,,,,,,,,,
10.3109/07853890.2015.1131327,,,"BDNF in sleep, insomnia, and sleep deprivation.",2016,Schmitt K; Holsboer-Trachsler E; Eckert A,Annals of medicine,"Journal Article | Research Support, Non-U.S. Gov't | Review",,2016-01-13,0785-3890,1365-2060,,"Animals | Antidepressive Agents / therapeutic use | Brain / metabolism | Brain-Derived Neurotrophic Factor / blood | Brain-Derived Neurotrophic Factor / metabolism | Major Depressive Disorder / blood | Major Depressive Disorder / metabolism | Major Depressive Disorder / physiopathology | Major Depressive Disorder / therapy | Humans | Sleep / physiology | Sleep Deprivation / blood | Sleep Deprivation / metabolism | Sleep Initiation and Maintenance Disorders / blood | Sleep Initiation and Maintenance Disorders / metabolism | Stress, Psychological / metabolism",BDNF | major depression | rapid-acting antidepressants | sleep deprivation | therapy response,,,,,,,eng,
10.3109/15360288.2013.788599,,,Oral ketamine for sickle cell crisis pain refractory to opioids.,2013,Jennings CA; Bobb BT; Noreika DM; Coyne PJ,Journal of pain & palliative care pharmacotherapy,Case Reports | Journal Article,,2013-05-21,1536-0288,1536-0539,,"Activities of Daily Living | Acute Pain / drug therapy | Acute Pain / etiology | Administration, Oral | Adult | Black or African American | Analgesics / administration & dosage | Analgesics / therapeutic use | Analgesics, Opioid / administration & dosage | Analgesics, Opioid / therapeutic use | Anemia, Sickle Cell / complications | Chronic Pain / drug therapy | Dose-Response Relationship, Drug | Drug Therapy, Combination | Female | Humans | Ketamine / administration & dosage | Ketamine / therapeutic use | Palliative Care / methods | Thalassemia / complications",,,,,,,,eng,
10.3109/15563650.2011.615318,,,Clinical toxicology of newer recreational drugs.,2011,Hill SL; Thomas SH,"Clinical toxicology (Philadelphia, Pa.)",Journal Article | Review,,2011-10,1556-3650,1556-9519,,Animals | Clinical Medicine | Designer Drugs / chemistry | Designer Drugs / classification | Designer Drugs / pharmacology | Designer Drugs / toxicity | Humans | Molecular Structure | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / mortality | Structure-Activity Relationship,,,,,ErratumIn Clin Toxicol (Phila). 2011 Nov;49(9):880,,true,eng,
10.3109/15563650.2013.772191,,,A case of 25I-NBOMe (25-I) intoxication: a new potent 5-HT2A agonist designer drug,2013,S. Rutherfoord Rose; Justin L. Poklis; Alphonse Poklis,"Clinical toxicology (Philadelphia, Pa.)",Case Reports | Journal Article,,2013-03,1556-3650,1556-9519,,"Adolescent | Akathisia, Drug-Induced / etiology | Benzylamines / poisoning | Chromatography, High Pressure Liquid / methods | Designer Drugs / poisoning | Dimethoxyphenylethylamine / analogs & derivatives | Emergency Service, Hospital | Hallucinations / chemically induced | Humans | Male | Phenethylamines / poisoning | Serotonin 5-HT2 Receptor Agonists / poisoning",,NIDA NIH HHS,P50 DA005274,,,,,eng,
10.3109/15622975.2011.583941,,,Bridging the gap between the immune and glutamate hypotheses of schizophrenia and major depression: Potential role of glial NMDA receptor modulators and impaired blood-brain barrier integrity.,2012,Steiner J; Bogerts B; Sarnyai Z; Walter M; Gos T; Bernstein HG; Myint AM,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,"Journal Article | Research Support, Non-U.S. Gov't | Review",,2011-06-28,1562-2975,1814-1412,,"Blood-Brain Barrier / immunology | Blood-Brain Barrier / metabolism | Blood-Brain Barrier / physiopathology | Major Depressive Disorder / immunology | Major Depressive Disorder / metabolism | Glutamic Acid / immunology | Glutamic Acid / metabolism | Humans | Inflammation / immunology | Inflammation / metabolism | Inflammation / physiopathology | Kynurenine / immunology | Kynurenine / metabolism | Neuroglia / immunology | Neuroglia / metabolism | Receptors, N-Methyl-D-Aspartate / immunology | Receptors, N-Methyl-D-Aspartate / metabolism | Schizophrenia / immunology | Schizophrenia / metabolism | Synaptic Transmission / immunology",,,,,,,,eng,
10.3109/15622975.2013.830775,,,Multiple levels of impaired neural plasticity and cellular resilience in bipolar disorder: Developing treatments using an integrated translational approach,2013,Rodrigo Machado‐Vieira; Márcio Gerhardt Soeiro‐de‐Souza; Erica M. Richards; Antônio Lúcio Teixeira; Carlos A. Zarate,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,"Journal Article | Research Support, N.I.H., Intramural | Review",,2013-09-02,1562-2975,1814-1412,,"Animals | Bipolar Disorder / metabolism | Bipolar Disorder / pathology | Bipolar Disorder / physiopathology | Humans | Neuronal Plasticity / physiology | Translational Research, Biomedical",,Intramural NIH HHS,Z99 MH999999,,,,,eng,
10.31234/osf.io/f5dmt,,,Set and Setting: A Randomized Study of Different Musical Genres in Supporting Psychedelic Therapy,2020,Justin Charles Strickland; Albert Garcia-Romeu; Matthew Johnson,,posted-content,,2020-12-29,,,Center for Open Science,,,,,10.1021/acsptsci.0c00187,is-preprint-of doi:10.1021/acsptsci.0c00187 asserted-by:subject,,,,
10.31234/osf.io/s6eh3,,,The chemical induction of synaesthesia,2021,David Luke; Laura Lungu; Ross Friday; Devin B Terhune,,posted-content,,2021-06-28,,,Center for Open Science,,,,,,,,,,
10.31234/osf.io/xwu4j,,,"Neuroimaging in psychedelic drug development: Past, present, and future",2022,Matthew Wall; Rebecca Harding; Rayyan Zafar; Eugenii A. Rabiner; David Nutt; David Erritzoe,,posted-content,,2022-06-30,,,Center for Open Science,,,,,,,,,,
10.31234/osf.io/y8sb7,,,Resetting the Hippocampal Buffer: A Neurocognitive Account of Psychedelic Therapy for Anxiety-Related Psychopathology,2024,Hugh McGovern; Nick Wellman; Brendan Hutchinson; Lena K L Oestreich; Samuel Emerson Cooper; Gregory Fonzo; Manoj Doss,,posted-content,,2024-05-26,,,Center for Open Science,,,,,,,,,,
10.33594/000000722,,,Evaluation of SK-N-SH Cells as a Model for NMDA Receptor Induced Toxicity.,2024,Goerges G; Disse P; Peischard S; Ritter N; Brenker C; Seebohm G; Strutz-Seebohm N; Schreiber JA,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",Journal Article,,2024-08-30,1015-8987,1421-9778,,"Receptors, N-Methyl-D-Aspartate / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Humans | Cell Survival / drug effects | Ketamine / pharmacology | Cell Line, Tumor | Glutamic Acid / metabolism | Glutamic Acid / toxicity | Cell Differentiation / drug effects | Neurons / drug effects | Neurons / metabolism | Neurons / cytology | Neurons / pathology | Nerve Tissue Proteins",SK-N-SH ; Morbus Alzheimer ; Glutamate ; NMDA ; Neurotoxicity ; Ketamine,IMF (Innovative Medizinische Forschung) https://www.medizin.uni-muenster.de/imf/das-imf/,IMF SC-112107,,,,,eng,
10.33697/ajur.2010.013,,,Forensic Identification of Salvia divinorum and Salvinorin A,2010,Dana Nontell; Douglas Armstrong,American Journal of Undergraduate Research,journal-article,,2010-12-17,1536-4585,2375-8732,American Journal of Undergraduate Research,,,,,,,,,,
10.3371/csrp.4.3.6,,,Thinking Glutamatergically: Changing Concepts of Schizophrenia Based Upon Changing Neurochemical Models,2010,Joshua T. Kantrowitz; Daniel C. Javitt,Clinical schizophrenia & related psychoses,"Journal Article | Research Support, N.I.H., Extramural | Review",,2010-10,1935-1232,,,"Brain / metabolism | Glutamic Acid / metabolism | Humans | Models, Chemical | Models, Neurological | Receptors, N-Methyl-D-Aspartate / metabolism | Schizophrenia / metabolism",,NIMH NIH HHS | NIDA NIH HHS,R37 MH49334 | R01DA03383 | L30 MH084666 | R37 MH049334 | R01 MH049334 | R01 DA003383,,,,,eng,
10.3390/ijms27104229,,,Psilocybin in Older Adults: Therapeutic Opportunities in Inflammation-Driven Disorders of Aging—From Depression to Neurodegeneration,2026,Marta Jóźwiak-Bębenista; Anna Stasiak; Monika Sienkiewicz; Paweł Kwiatkowski; Edward Kowalczyk,International Journal of Molecular Sciences,journal-article,,2026-05-09,1422-0067,1422-0067,MDPI AG,,,Medical University of Lodz,503/1-108-01/503-11-001 | 503/1-156-06/503-11-01,,,,,en,
10.3390/psych4010012,,,Optimized Clinical Strategies for Treatment-Resistant Depression: Integrating Ketamine Protocols with Trauma- and Attachment-Informed Psychotherapy,2022,Sherry-Anne Muscat; Glenn Hartelius; Courtenay Richards Crouch; Kevin W. Morin,Psych,journal-article,,2022-03-08,2624-8611,2624-8611,MDPI AG,,,,,,,,,en,
10.3390/psychoactives1010003,,,Tripping to Cope: Coping Strategies and Use of Hallucinogens during the COVID-19 Pandemic in Three Cultural Contexts,2022,Genís Ona; Dóra Révész; Maja Kohek; Giordano N. Rossi; Juliana M. Rocha; Rafael G. dos Santos; Jaime E. C. Hallak; Miguel Ángel Alcázar-Córcoles; José Carlos Bouso,Psychoactives,journal-article,,2022-09-02,2813-1851,2813-1851,MDPI AG,,,,,,,,,en,
10.3390/psychoactives4030020,,,Ketamine and Esketamine in Psychiatry: A Comparative Review Emphasizing Neuroplasticity and Clinical Applications,2025,Georgios Mikellides,Psychoactives,journal-article,,2025-06-23,2813-1851,2813-1851,MDPI AG,,,,,,,,,en,
10.36076/ppj.2020/23/135,,,Impact of Ketamine on Pain Management in Cesarean Section: A Systematic Review and Meta-Analysis,2020,Zifeng Xu,Pain Physician,journal-article,,2020-04-14,1533-3159,2150-1149,American Society of Interventional Pain Physicians,,,,,,,,,en,
10.3760/cma.j.issn.0366-6999.2009.04.0018,,,Effects of ketamine and midazolam on morphology of dendritic spines in hippocampal CA1 region of neonatal mice,2009,Hong TAN; Rong-rong REN; Zhi-qi XIONG; Ying-wei WANG,Chinese Medical Journal,journal-article,,2009-02,0366-6999,,Ovid Technologies (Wolters Kluwer Health),,,,,,,,,en,
10.3892/ijmm.2017.2875,,,Ketamine suppresses the substance P-induced production of IL-6 and IL-8 by human U373MG glioblastoma/astrocytoma cells.,2017,Yamaguchi K; Kumakura S; Murakami T; Someya A; Inada E; Nagaoka I,International journal of molecular medicine,Journal Article,,2017-02-03,1107-3756,1791-244X,,"Astrocytoma / metabolism | Cell Line, Tumor | Enzyme Activation / drug effects | Extracellular Signal-Regulated MAP Kinases / metabolism | Glioblastoma / metabolism | Humans | Interleukin-6 / biosynthesis | Interleukin-8 / biosynthesis | Ketamine / pharmacology | MAP Kinase Signaling System / drug effects | NF-kappa B / metabolism | Substance P / pharmacology | p38 Mitogen-Activated Protein Kinases / metabolism",,,,,,,,eng,
10.4088/jcp.14m09049,,,Effect of baseline anxious depression on initial and sustained antidepressant response to ketamine.,2014,Ionescu DF; Luckenbaugh DA; Niciu MJ; Richards EM; Slonena EE; Vande Voort JL; Brutsche NE; Zarate CA,The Journal of clinical psychiatry,"Journal Article | Randomized Controlled Trial | Research Support, N.I.H., Intramural | Research Support, Non-U.S. Gov't",NCT00088699,2014-09,0160-6689,1555-2101,,"Antidepressive Agents / administration & dosage | Antidepressive Agents / therapeutic use | Anxiety Disorders / complications | Anxiety Disorders / drug therapy | Anxiety Disorders / psychology | Major Depressive Disorder / complications | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Depressive Disorder, Treatment-Resistant / drug therapy | Double-Blind Method | Female | Humans | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Male | Middle Aged | Psychiatric Status Rating Scales | Time Factors | Treatment Outcome",,Intramural NIH HHS,,,,,,eng,
