# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.1017/s146114570800847x,DOI,5-HT2C,The role of 5-HT2A and 5-HT2C receptors in the signal attenuation rat model of obsessive–compulsive disorder,2008,
10.1017/s1461145713000722,LSD,5-HT2A,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,
10.1017/s1461145713000722,Psilocybin,5-HT2A,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,
10.1017/s1461145713000722,Mescaline,5-HT2A,Serotonergic hallucinogens as translational models relevant to schizophrenia,2013,
10.1021/acs.biochem.0c00629,Salvinorin A,SERT (SLC6A4),"Natural Products for the Treatment of Pain: Chemistry and Pharmacology of Salvinorin A, Mitragynine, and Collybolide",2020,
10.1021/acs.biochem.0c00629,Salvinorin A,mu opioid receptor (OPRM1),"Natural Products for the Treatment of Pain: Chemistry and Pharmacology of Salvinorin A, Mitragynine, and Collybolide",2020,
10.1021/acsptsci.0c00102,Ibogaine,SERT (SLC6A4),Tropane-Based Ibogaine Analog Rescues Folding-Deficient Serotonin and Dopamine Transporters,2020,
10.1021/acsptsci.0c00102,Ibogaine,DAT (SLC6A3),Tropane-Based Ibogaine Analog Rescues Folding-Deficient Serotonin and Dopamine Transporters,2020,
10.1021/acsptsci.0c00102,Noribogaine,SERT (SLC6A4),Tropane-Based Ibogaine Analog Rescues Folding-Deficient Serotonin and Dopamine Transporters,2020,
10.1021/acsptsci.0c00102,Noribogaine,DAT (SLC6A3),Tropane-Based Ibogaine Analog Rescues Folding-Deficient Serotonin and Dopamine Transporters,2020,
10.1021/acsptsci.3c00192,LSD,5-HT1A,Comparative Pharmacological Effects of Lisuride and Lysergic Acid Diethylamide Revisited,2024,
10.1021/acsptsci.3c00192,Lisuride,5-HT1A,Comparative Pharmacological Effects of Lisuride and Lysergic Acid Diethylamide Revisited,2024,
10.1021/cn500292d,2C-I,5-HT2A,<i>N</i>-Benzyl-5-methoxytryptamines as Potent Serotonin 5-HT<sub>2</sub>Receptor Family Agonists and Comparison with a Series of Phenethylamine Analogues,2014,
10.1021/cn500292d,2C-I,5-HT2B,<i>N</i>-Benzyl-5-methoxytryptamines as Potent Serotonin 5-HT<sub>2</sub>Receptor Family Agonists and Comparison with a Series of Phenethylamine Analogues,2014,
10.1021/cn500292d,2C-I,5-HT2C,<i>N</i>-Benzyl-5-methoxytryptamines as Potent Serotonin 5-HT<sub>2</sub>Receptor Family Agonists and Comparison with a Series of Phenethylamine Analogues,2014,
10.1021/jm00042a003,DOI,5-HT1D,5-[(3-Nitropyrid-2-yl)amino]indoles: Novel Serotonin Agonists with Selectivity for the 5-HT1D Receptor. Variation of the C3 Substituent on the Indole Template Leads to Increased 5-HT1D Receptor Selectivity,1994,
10.1021/jm00089a017,DMT,5-HT1A,Benzofuran bioisosteres of hallucinogenic tryptamines,1992,
10.1021/jm00089a017,DOI,5-HT1A,Benzofuran bioisosteres of hallucinogenic tryptamines,1992,
10.1021/jm00101a030,DOI,delta opioid receptor (OPRD1),"Incorporation of a novel conformationally restricted tyrosine analog into a cyclic, .delta. opioid receptor selective tetrapeptide (JOM-13) enhances .delta. receptor binding affinity and selectivity",1992,
10.1021/jm048963m,Salvinorin A,mu opioid receptor (OPRM1),Neoclerodane Diterpenes as a Novel Scaffold for μ Opioid Receptor Ligands,2005,
10.1021/jm201437t,DOI,TAAR1,Avenues for the Development of Therapeutics That Target Trace Amine Associated Receptor 1 (TAAR1),2012,
10.1021/jm980156y,Ibogaine,SERT (SLC6A4),"Modified Ibogaine Fragments:  Synthesis and Preliminary Pharmacological Characterization of 3-Ethyl-5-phenyl-1,2,3,4,5,6-hexahydroazepino[4,5-<i>b</i>]benzothiophenes",1998,
10.1021/jm980156y,Ibogaine,NMDA receptor,"Modified Ibogaine Fragments:  Synthesis and Preliminary Pharmacological Characterization of 3-Ethyl-5-phenyl-1,2,3,4,5,6-hexahydroazepino[4,5-<i>b</i>]benzothiophenes",1998,
10.1021/jm980156y,Noribogaine,SERT (SLC6A4),"Modified Ibogaine Fragments:  Synthesis and Preliminary Pharmacological Characterization of 3-Ethyl-5-phenyl-1,2,3,4,5,6-hexahydroazepino[4,5-<i>b</i>]benzothiophenes",1998,
10.1021/jm980156y,Noribogaine,NMDA receptor,"Modified Ibogaine Fragments:  Synthesis and Preliminary Pharmacological Characterization of 3-Ethyl-5-phenyl-1,2,3,4,5,6-hexahydroazepino[4,5-<i>b</i>]benzothiophenes",1998,
10.1023/a:1007665911622,Ibogaine,NMDA receptor,Long-Lasting Ibogaine Protection against NMDA-Induced Convulsions in Mice,2000,
10.1038/nature17998,Ketamine,NMDA receptor,NMDAR inhibition-independent antidepressant actions of ketamine metabolites,2016,
10.1038/s41380-018-0083-8,Ketamine,NMDA receptor,"NMDAR-independent, cAMP-dependent antidepressant actions of ketamine",2018,
10.1038/s41380-025-03128-4,MDMA,5-HT2C,5-HT2C receptors in the nucleus accumbens constrain the rewarding effects of MDMA,2025,
10.1038/s41386-019-0324-9,Psilocybin,5-HT2A,Psychedelic effects of psilocybin correlate with serotonin 2A receptor occupancy and plasma psilocin levels,2019,
10.1038/s41386-019-0324-9,Psilocin,5-HT2A,Psychedelic effects of psilocybin correlate with serotonin 2A receptor occupancy and plasma psilocin levels,2019,
10.1038/s41386-023-01545-z,Psilocybin,5-HT2C,Acute psilocybin enhances cognitive flexibility in rats,2023,
10.1038/s41386-023-01545-z,DOI,5-HT2C,Acute psilocybin enhances cognitive flexibility in rats,2023,
10.1038/s41398-021-01540-2,S-ketamine,NMDA receptor,N-methyl-D-aspartate receptor availability in first-episode psychosis: a PET-MR brain imaging study,2021,
10.1038/s41467-025-62980-8,Psilocybin,5-HT1B,Serotonin and psilocybin activate 5-HT1B receptors to suppress cortical signaling through the claustrum,2025,
10.1038/s41467-025-62980-8,Psilocin,5-HT1B,Serotonin and psilocybin activate 5-HT1B receptors to suppress cortical signaling through the claustrum,2025,
10.1038/s41467-025-64371-5,Psilocybin,5-HT2A,Psilocybin during the postpartum period induces long-lasting adverse effects in both mothers and offspring,2025,
10.1038/s41467-025-64887-w,Psilocybin,5-HT2A,Sex-specific role of the 5-HT2A receptor in psilocybin-induced extinction of opioid reward,2025,
10.1038/s41583-021-00519-8,Ketamine,NMDA receptor,Ketamine–NMDA receptor binding structure,2021,
10.1038/s41583-021-00519-8,S-ketamine,NMDA receptor,Ketamine–NMDA receptor binding structure,2021,
10.1038/s41583-021-00519-8,R-ketamine,NMDA receptor,Ketamine–NMDA receptor binding structure,2021,
10.1038/s41598-019-49913-4,DOI,5-HT2A,Fully automated head-twitch detection system for the study of 5-HT2A receptor pharmacology in vivo,2019,
10.1038/s41598-019-49913-4,DOI,mGluR2 (GRM2),Fully automated head-twitch detection system for the study of 5-HT2A receptor pharmacology in vivo,2019,
10.1038/s41598-020-65849-6,MDA,Sigma-1 receptor (SIGMAR1),Simple ammonium salts acting on sigma-1 receptors yield potential treatments for cancer and depression,2020,
10.1038/s41598-020-65849-6,MDA,Sigma-2 receptor (TMEM97),Simple ammonium salts acting on sigma-1 receptors yield potential treatments for cancer and depression,2020,
10.1038/s41598-021-02050-3,MDA,SERT (SLC6A4),Enteropathogenic infections modulate intestinal serotonin transporter (SERT) function by activating Toll-like receptor 2 (TLR-2) in Crohn’s disease,2021,
10.1038/s41598-026-39483-7,Psilocybin,5-HT2A,Network pharmacology and molecular simulation reveal the entourage effect mechanisms of psilocybin-producing mushrooms on the brain,2026,
10.1038/s44321-026-00381-0,Noribogaine,DAT (SLC6A3),Alpha-methyl-para-tyrosine and amphetamine ameliorate hyperactivity in a novel mouse model of dopamine transporter deficiency syndrome,2026,
10.1038/sj.bjp.0701851,LSD,5-HT6,Characterization of Ro 04‐6790 and Ro 63‐0563: potent and selective antagonists at human and rat 5‐HT<sub>6</sub> receptors,1998,
10.1038/sj.bjp.0702293,LSD,5-HT7,[<sup>3</sup>H]‐Mesulergine labels 5‐HT<sub>7</sub> sites in rat brain and guinea‐pig ileum but not rat jejunum,1999,
10.1038/sj.bjp.0704255,Bufotenin,5-HT2C,RNA‐editing of the 5‐HT<sub>2C</sub> receptor alters agonist‐receptor‐effector coupling specificity,2001,
10.1038/sj.bjp.0704451,DOI,AMPA receptor,"Effects of phencyclidine (PCP) and MK 801 on the EEGq in the prefrontal cortex of conscious rats; antagonism by clozapine, and antagonists of AMPA‐, α<sub>1</sub>‐ and 5‐HT<sub>2A</sub>‐receptors",2002,
10.1038/sj.mp.4000574,MDMA,5-HT1B,"(+) 3,4-Methylenedioxymethamphetamine (‘Ecstasy’) transiently increases striatal 5-HT1B binding sites without altering 5-HT1B mRNA in rat brain",1999,
10.1038/sj.npp.1300022,DOI,5-HT2A,"Imaging Brain Phospholipase A2 Activation in Awake Rats in Response to the 5-HT2A/2C Agonist (±)2,5-Dimethoxy-4-Iodophenyl-2-Aminopropane (DOI)",2002,
10.1038/srep35320,DOI,mGluR2 (GRM2),"The mGluR2 positive allosteric modulator, SAR218645, improves memory and attention deficits in translational models of cognitive symptoms associated with schizophrenia",2016,
10.1038/srep35320,DOI,NMDA receptor,"The mGluR2 positive allosteric modulator, SAR218645, improves memory and attention deficits in translational models of cognitive symptoms associated with schizophrenia",2016,
10.1038/tp.2017.7,Ketamine,AMPA receptor,Glial GLT-1 blockade in infralimbic cortex as a new strategy to evoke rapid antidepressant-like effects in rats,2017,
10.1038/tp.2017.7,S-ketamine,AMPA receptor,Glial GLT-1 blockade in infralimbic cortex as a new strategy to evoke rapid antidepressant-like effects in rats,2017,
10.1038/tp.2017.7,R-ketamine,AMPA receptor,Glial GLT-1 blockade in infralimbic cortex as a new strategy to evoke rapid antidepressant-like effects in rats,2017,
10.1039/d4fo04752d,MDA,DAT (SLC6A3),"Theaflavin-3,3′-digallate prevents radiofrequency radiation-induced learning and memory impairment in mice <i>via</i> regulating GSK-3α/GRα/RORα/BMAL1 expression",2025,
10.1039/d4fo04752d,MDA,D5 receptor (DRD5),"Theaflavin-3,3′-digallate prevents radiofrequency radiation-induced learning and memory impairment in mice <i>via</i> regulating GSK-3α/GRα/RORα/BMAL1 expression",2025,
10.1042/bst027a118,DOI,5-HT7,Expression of the human serotonin transporter in HEK 293 cells; interaction with an endogenous 5-HT7 receptor,1999,
10.1042/bst027a118,DOI,SERT (SLC6A4),Expression of the human serotonin transporter in HEK 293 cells; interaction with an endogenous 5-HT7 receptor,1999,
10.1055/a-2794-6487,LSD,5-HT2B,"Cardiac Consequences Associated with Psychedelic Use: A Systematic Review of Lysergic Acid Diethylamide, 3,4-Methylenedioxymethamphetamine, and 5-Hydroxytryptamine 2B-Mediated Valvular Heart Disease",2026,
10.1055/a-2794-6487,Psilocybin,5-HT2B,"Cardiac Consequences Associated with Psychedelic Use: A Systematic Review of Lysergic Acid Diethylamide, 3,4-Methylenedioxymethamphetamine, and 5-Hydroxytryptamine 2B-Mediated Valvular Heart Disease",2026,
10.1055/a-2794-6487,Mescaline,5-HT2B,"Cardiac Consequences Associated with Psychedelic Use: A Systematic Review of Lysergic Acid Diethylamide, 3,4-Methylenedioxymethamphetamine, and 5-Hydroxytryptamine 2B-Mediated Valvular Heart Disease",2026,
10.1055/a-2794-6487,DMT,5-HT2B,"Cardiac Consequences Associated with Psychedelic Use: A Systematic Review of Lysergic Acid Diethylamide, 3,4-Methylenedioxymethamphetamine, and 5-Hydroxytryptamine 2B-Mediated Valvular Heart Disease",2026,
10.1055/a-2794-6487,MDMA,5-HT2B,"Cardiac Consequences Associated with Psychedelic Use: A Systematic Review of Lysergic Acid Diethylamide, 3,4-Methylenedioxymethamphetamine, and 5-Hydroxytryptamine 2B-Mediated Valvular Heart Disease",2026,
10.1073/PNAS.90.6.2184,LSD,5-HT1A,Molecular cloning and functional expression of 5-HT1E-like rat and human 5-hydroxytryptamine receptor genes.,1993,
10.1073/PNAS.90.6.2184,LSD,5-HT1B,Molecular cloning and functional expression of 5-HT1E-like rat and human 5-hydroxytryptamine receptor genes.,1993,
10.1073/PNAS.90.6.2184,LSD,5-HT1D,Molecular cloning and functional expression of 5-HT1E-like rat and human 5-hydroxytryptamine receptor genes.,1993,
10.1073/PNAS.90.6.2184,LSD,5-HT1E,Molecular cloning and functional expression of 5-HT1E-like rat and human 5-hydroxytryptamine receptor genes.,1993,
10.1073/pnas.1524187113,Psilocybin,5-HT2A,Effects of serotonin 2A/1A receptor stimulation on social exclusion processing,2016,
10.1073/pnas.2020705118,LSD,NMDA receptor,Lysergic acid diethylamide (LSD) promotes social behavior through mTORC1 in the excitatory neurotransmission,2021,
10.1073/pnas.2020705118,LSD,AMPA receptor,Lysergic acid diethylamide (LSD) promotes social behavior through mTORC1 in the excitatory neurotransmission,2021,
10.1073/pnas.90.18.8547,LSD,5-HT7,"Molecular cloning, characterization, and localization of a high-affinity serotonin receptor (5-HT7) activating cAMP formation.",1993,
10.1074/jbc.M112.343681,Ibogaine,SERT (SLC6A4),The Mechanistic Basis for Noncompetitive Ibogaine Inhibition of Serotonin and Dopamine Transporters,2012,
10.1074/jbc.M112.343681,Ibogaine,DAT (SLC6A3),The Mechanistic Basis for Noncompetitive Ibogaine Inhibition of Serotonin and Dopamine Transporters,2012,
10.1074/jbc.M114.595090,Noribogaine,SERT (SLC6A4),A Cytosolic Relay of Heat Shock Proteins HSP70-1A and HSP90β Monitors the Folding Trajectory of the Serotonin Transporter,2014,
10.1074/jbc.M115.641357,Noribogaine,SERT (SLC6A4),A Salt Bridge Linking the First Intracellular Loop with the C Terminus Facilitates the Folding of the Serotonin Transporter,2015,
10.1074/jbc.M116.737551,Noribogaine,DAT (SLC6A3),Functional Rescue of a Misfolded Drosophila melanogaster Dopamine Transporter Mutant Associated with a Sleepless Phenotype by Pharmacological Chaperones,2016,
10.1074/jbc.M117.797092,Noribogaine,DAT (SLC6A3),Pharmacochaperoning in a Drosophila model system rescues human dopamine transporter variants associated with infantile/juvenile parkinsonism,2017,
10.1093/hmg/1.6.452,DOI,Alpha2C adrenergic receptor (ADRA2C),(CA)<sub>n</sub>-dinucleotide repeat polymorphism at the locus for the alpha2C adrenergic receptor (ADRA2C) on 4p16,1992,
10.1093/hmg/2.12.2197,DOI,D4 receptor (DRD4),Polymorphism in the human dopamine D4 receptor gene (DRD4) in Japanese detected by PCR,1993,
10.1093/hmg/2.6.820-a,DOI,NET (SLC6A2),<i>Taq</i>l RFLP at norepinephrine transporter protein (NET) locus,1993,
10.1093/hmg/3.1.209,DOI,D1 receptor (DRD1),Detection of four polymorphic sites in the human dopamine D1 receptor gene (DRD1),1994,
10.1093/ijnp/pyab040,Psilocybin,5-HT2A,A Complex Impact of Systemically Administered 5-HT2A Receptor Ligands on Conditioned Fear,2021,
10.1093/ijnp/pyw016,Salvinorin A,5-HT2A,"Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans",2016,
10.1093/ijnp/pyw016,Salvinorin A,kappa opioid receptor (OPRK1),"Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans",2016,
10.1093/nsr/nwaf367,Ketamine,SERT (SLC6A4),Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/nsr/nwaf367,Ketamine,NMDA receptor,Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/nsr/nwaf367,S-ketamine,SERT (SLC6A4),Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/nsr/nwaf367,S-ketamine,NMDA receptor,Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/nsr/nwaf367,R-ketamine,SERT (SLC6A4),Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/nsr/nwaf367,R-ketamine,NMDA receptor,Inhibition of SERT and NMDAR synergistically confers rapid antidepressant effects of ketamine,2025,
10.1093/toxsci/kfz085,MDMA,VMAT2 (SLC18A2),"Concurrent Inhibition of Vesicular Monoamine Transporter 2 Does Not Protect Against 3,4-Methylenedioxymethamphetamine (Ecstasy) Induced Neurotoxicity",2019,
10.1096/FASEBJ.2021.35.S1.04764,DOI,5-HT1A,"Serotonin 5‐HT <sub>1A</sub> Receptor Activity of Kratom Alkaloids Mitragynine, Paynantheine, and Speciogynine",2021,
10.1096/FASEBJ.2021.35.S1.04764,DOI,mu opioid receptor (OPRM1),"Serotonin 5‐HT <sub>1A</sub> Receptor Activity of Kratom Alkaloids Mitragynine, Paynantheine, and Speciogynine",2021,
10.1096/fasebj.20.4.a686-b,DOI,5-HT2A,Cortical 5‐HT2A receptor density predicts 5‐HT2A receptor mediated behavior in the rabbit,2006,
10.1096/fasebj.2019.33.1_supplement.lb165,DOI,5-HT2A,"Positive allosteric interaction between agonist 5‐HT2A receptor autoantibodies and LY 379268, a selective metabotropic glutamate 2/3 receptor agonist",2019,
10.1096/fasebj.2022.36.s1.r2121,DOI,TAAR1,"Structure‐activity Relation of Halogenated 2,5‐Dimethoxyamphetamines Compared to their α‑Desmethyl (2C) Analogues",2022,
10.1096/fasebj.2022.36.s1.r2121,DOB,TAAR1,"Structure‐activity Relation of Halogenated 2,5‐Dimethoxyamphetamines Compared to their α‑Desmethyl (2C) Analogues",2022,
10.1096/fasebj.2022.36.s1.r2691,DOM,TAAR1,"Monoamine Receptor and Transporter Interaction Profiles of 4‐Alkyl‐Substituted 2,5‐Dimethoxyamphetamines",2022,
10.1096/fasebj.2022.36.s1.r2691,DOET,TAAR1,"Monoamine Receptor and Transporter Interaction Profiles of 4‐Alkyl‐Substituted 2,5‐Dimethoxyamphetamines",2022,
