# Deterministic prescreen retained queue for mechanistic generated at 2026-05-19T07:31:34.184747+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/1873-3468.15099,,,"Molecular insights into the modulation of the 5
                    <scp>HT</scp>
                    <sub>
                      2
                      <scp>A</scp>
                    </sub>
                    receptor by serotonin, psilocin, and the G protein subunit Gqα",2025,Niklas Viohl; Ali Asghar Hakami Zanjani; Himanshu Khandelia,FEBS Letters,journal-article,,2025-01-26,0014-5793,1873-3468,Wiley,"Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | Molecular Dynamics Simulation | Serotonin / chemistry | Serotonin / metabolism | Serotonin / pharmacology | Humans | Psilocybin / analogs & derivatives | Psilocybin / chemistry | Psilocybin / pharmacology | Psilocybin / metabolism | Protein Binding | Ligands | Protein Conformation | Binding Sites",5HT2AR | G protein‐coupled receptors | free energy calculations | molecular dynamics simulations | psilocin | psychedelics,Novo Nordisk Fonden | Lundbeck Foundation,NNF18OC0032608 | NNF18OC0034936 | R344-2020-1023,,,,,eng,
10.1016/j.nbd.2019.104643,,,Prior MDMA administration aggravates MPTP-induced Parkinsonism in macaque monkeys,2019,Mathilde Millot; Yosuke Saga; Sandra Duperrier; Elise Météreau; Maude Beaudoin-Gobert; Véronique Sgambato,Neurobiology of Disease,journal-article,,2019-11-02,0969-9961,1095-953X,Elsevier BV,"Animals | Dopamine Plasma Membrane Transport Proteins / drug effects | Dopamine Plasma Membrane Transport Proteins / metabolism | Dopaminergic Neurons / drug effects | Dopaminergic Neurons / metabolism | Dopaminergic Neurons / pathology | Macaca fascicularis | Male | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Parkinsonian Disorders | Serotonin Agents / toxicity | Serotonin Plasma Membrane Transport Proteins / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",Dopamine | MDMA | MPTP | Macaque monkey | Motor symptoms | Non-motor symptoms | Parkinson's disease | Serotonin,Fondation de France | Labex | Institut National de la Santé et de la Recherche Médicale | Université de Lyon,00060911 | ANR-11-LABX-0042,,,,,eng,
10.1016/j.neubiorev.2018.11.004,,,Neuroimaging of chronic MDMA (“ecstasy”) effects: A meta-analysis,2018,Felix Müller; Raphael Brändle; Matthias E. Liechti; Stefan Borgwardt,Neuroscience & Biobehavioral Reviews,journal-article,,2018-11-12,0149-7634,1873-7528,Elsevier BV,"Amphetamine-Related Disorders / diagnostic imaging | Amphetamine-Related Disorders / physiopathology | Brain / diagnostic imaging | Brain / drug effects | Brain / physiopathology | Hallucinogens / administration & dosage | Humans | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage","3,4-Methylenedioxymethamphetamine | Chronic effects | DTI | Ecstasy | MDMA | MRI | MRS | Meta-analysis | Neuroimaging | Neurotoxicity | PET | SPECT | fMRI | sMRI",Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,320030_170249,,,,,eng,
10.1016/j.neubiorev.2022.104689,,,Psychedelic resting-state neuroimaging: A review and perspective on balancing replication and novel analyses,2022,Drummond E-Wen McCulloch; Gitte Moos Knudsen; Frederick Streeter Barrett; Manoj K. Doss; Robin Lester Carhart-Harris; Fernando E. Rosas; Gustavo Deco; Morten L. Kringelbach; Katrin H. Preller; Johannes G. Ramaekers,Neuroscience & Biobehavioral Reviews,journal-article,,2022-05-16,0149-7634,1873-7528,Elsevier BV,Brain / diagnostic imaging | Hallucinogens / pharmacology | Humans | Magnetic Resonance Imaging | Neural Pathways | Psilocybin / pharmacology,Ayahausca | Clinical | DMT | Entheogen | FMRI | Hallucinogen | Human | LSD | Neuroimaging | Psilocin | Psilocybin | Psychedelic | Replication | Resting-state | Serotonin,,,,,,,eng,
10.1016/j.neubiorev.2022.104800,,,The opioid system in depression,2022,Luke A. Jelen; James M. Stone; Allan H. Young; Mitul A. Mehta,Neuroscience & Biobehavioral Reviews,journal-article,,2022-07-30,0149-7634,1873-7528,Elsevier BV,"Analgesics, Opioid | Animals | Antidepressive Agents | Depression | Humans | Receptors, Opioid | Receptors, Opioid, kappa | Receptors, Opioid, mu",Delta opioid receptor (DOR) | Depression | Kappa opioid receptor (KOR) | Mu opioid receptor (MOR) | Nociceptin opioid receptor (NOP) | Opioid system,Department of Health | Medical Research Council | CIHR | Wellcome Trust,CRF-2016-10023 | MR/T028084/1 | 212952/Z/18/Z | 200102/Z/15/Z | MR/R005931/1 | MR/R005885/1 | MR/S003444/1,,,,,eng,
10.1016/j.neubiorev.2023.105188,,,"The acute effects of psychoactive drugs on emotional episodic memory encoding, consolidation, and retrieval: A comprehensive review",2023,Manoj K. Doss; Harriet de Wit; David A. Gallo,Neuroscience & Biobehavioral Reviews,journal-article,,2023-04-20,0149-7634,1873-7528,Elsevier BV,"Humans | Memory, Episodic | N-Methyl-3,4-methylenedioxyamphetamine | Psychotropic Drugs / pharmacology | Emotions | Hypnotics and Sedatives / pharmacology | Dextroamphetamine / pharmacology | gamma-Aminobutyric Acid | Memory Consolidation | Mental Recall",Alcohol | Amphetamine | Benzodiazepine | Consolidation | Drugs of abuse | Emotional memory | Encoding | Episodic memory | Ketamine | MDMA | Psychoactive drugs | Retrieval | Retrograde facilitation | Sedatives | Stimulants | THC | Zolpidem,NIDA NIH HHS,R01 DA002812 | T32 DA007209,,,,,eng,
10.1016/j.neubiorev.2025.106407,,,LSD: Mechanisms and relevance to the treatment of depression,2025,Amel Bouloufa; Sarah Delcourte; Thomas Delannay; Renaud Rovera; Thorsten Lau; Lionel Mouledous; Ouria Dkhissi-Benyahya; Bruno P. Guiard; Nasser Haddjeri,Neuroscience & Biobehavioral Reviews,journal-article,,2025-10-10,0149-7634,1873-7528,Elsevier BV,"Humans | Lysergic Acid Diethylamide / pharmacology | Lysergic Acid Diethylamide / therapeutic use | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Major Depressive Disorder / drug therapy | Animals | Depressive Disorder, Treatment-Resistant / drug therapy",5-HT receptors | Fast-acting antidepressants | LSD | Psychedelics | Treatment-resistant depression,Agence Nationale de la Recherche | Institut National de la Santé et de la Recherche Médicale | Région Auvergne-Rhône-Alpes,,,,,,eng,
10.1016/j.neuint.2013.09.015,,,Neuronal ablation of p-Akt at Ser473 leads to altered 5-HT1A/2A receptor function,2013,Christine Saunders; Michael Siuta; Sabrina D. Robertson; Adeola R. Davis; Jennifer Sauer; Heinrich J.G. Matthies; Paul J. Gresch; David C. Airey; Craig W. Lindsley; John A. Schetz,Neurochemistry International,journal-article,,2013-09-30,0197-0186,1872-9754,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Animals | Insulin / physiology | MAP Kinase Signaling System / drug effects | MAP Kinase Signaling System / genetics | Mice | Mice, Inbred C57BL | Mice, Knockout | Neurons / metabolism | Neurons / physiology | Oncogene Protein v-akt / genetics | Receptor, Serotonin, 5-HT1A / drug effects | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / drug effects | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Serotonin Receptor Agonists / pharmacology | Signal Transduction / genetics | Signal Transduction / physiology",5HT(1A) receptor | 5HT(2A) receptor | Akt | Cortex | Serotonin,NIMH NIH HHS | NIDDK NIH HHS,P50 MH078028 | MH081066 | R01 MH063162 | DK085712 | R01 DK085712 | T32 MH064913 | K08 MH081066 | MH063162 | R01 MH094604,,,,,eng,
10.1016/j.neuint.2018.09.008,,,“Polytox” synthetic cathinone abuse: A potential role for organic cation transporter 3 in combined cathinone-induced efflux,2018,Felix P. Mayer; Diethart Schmid; Marion Holy; Lynette C. Daws; Harald H. Sitte,Neurochemistry International,journal-article,,2018-09-22,0197-0186,1872-9754,Elsevier BV,Alkaloids / pharmacology | Animals | Biological Transport / drug effects | Cations / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / pharmacology | Dopamine Plasma Membrane Transport Proteins / metabolism | HEK293 Cells | Humans | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | Organic Cation Transport Proteins / drug effects | Substance-Related Disorders / drug therapy,Cathinones | Dopamine transporter | Monoamines | Organic cation transporter 3 | Psychostimulant,Austrian Science Fund FWF,W 1232,,,,,eng,
10.1016/j.neuint.2020.104748,,,Kappa opioid receptors internalization is protective against oxygen-glucose deprivation through β-arrestin activation and Akt-mediated signaling pathway,2020,Jihong Xu; Fang Chen; Shuyan Wang; Nicholas S. Akins; Md Imran Hossain; Yi Zhou; Jinxi Huang; Jiafu Ji; Jin Xi; Wenzhen Lin,Neurochemistry International,journal-article,,2020-04-24,0197-0186,1872-9754,Elsevier BV,"Animals | Autophagy / drug effects | Cell Survival / drug effects | Glucose / metabolism | Glucose / pharmacology | Mice | Naltrexone / analogs & derivatives | Naltrexone / pharmacology | Oxygen / metabolism | Proto-Oncogene Proteins c-akt / metabolism | Receptors, Opioid, kappa / drug effects | Signal Transduction / drug effects | beta-Arrestins / metabolism | beta-Arrestins / pharmacology",Cell injury | Hypoxia | Kappa opioid receptor | Oxygen-glucose deprivation | Salvinorin A,NIGMS NIH HHS,P30 GM122733 | R01 GM111421,,,,,eng,
10.1016/j.neulet.2010.11.043,,,Failure of NMDA receptor hypofunction to induce a pathological reduction in PV-positive GABAergic cell markers,2010,Michael A. Benneyworth; Alexander S. Roseman; Alo C. Basu; Joseph T. Coyle,Neuroscience Letters,journal-article,,2010-11-20,0304-3940,1872-7972,Elsevier BV,"Animals | Blotting, Western | Brain / metabolism | Brain / pathology | Disease Models, Animal | Excitatory Amino Acid Antagonists / toxicity | Glutamate Decarboxylase / biosynthesis | Immunohistochemistry | Ketamine / toxicity | Male | Mice | Mice, Inbred C57BL | Mice, Knockout | Neurons / metabolism | Neurons / pathology | Parvalbumins / biosynthesis | Phencyclidine / toxicity | Racemases and Epimerases / genetics | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / metabolism | Schizophrenia / chemically induced | Schizophrenia / metabolism | Schizophrenia / physiopathology | gamma-Aminobutyric Acid / metabolism | Serine Racemase",,NIMH NIH HHS,P50 MH060450 | R01 MH051290 | MH05129,,,,,eng,
10.1016/j.neulet.2011.04.071,,,"A Caenorhabditis elegans p38 MAP kinase pathway mutant protects from dopamine, methamphetamine, and MDMA toxicity",2011,Matthew A. Schreiber; Steven L. McIntire,Neuroscience Letters,journal-article,,2011-05-08,0304-3940,1872-7972,Elsevier BV,"Animals | Caenorhabditis elegans / drug effects | Caenorhabditis elegans / genetics | Caenorhabditis elegans Proteins / genetics | Dopamine / toxicity | Dopamine Agents / toxicity | Immunity, Innate / physiology | Methamphetamine / toxicity | Mutation | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Parkinson Disease / immunology | Parkinson Disease / metabolism | Protein Serine-Threonine Kinases / genetics | Serotonin Agents / toxicity | Signal Transduction / drug effects | Signal Transduction / genetics | p38 Mitogen-Activated Protein Kinases / genetics",,NIMH NIH HHS,T32 MH019552,,,,,eng,
10.1016/j.neulet.2012.12.053,,,Chronic treatment with LY341495 decreases 5-HT2A receptor binding and hallucinogenic effects of LSD in mice,2013,José L. Moreno; Terrell Holloway; Vinayak Rayannavar; Stuart C. Sealfon; Javier González-Maeso,Neuroscience Letters,journal-article,,2013-01-16,0304-3940,1872-7972,Elsevier BV,"Amino Acids / pharmacology | Animals | Drug Antagonism | Early Growth Response Protein 1 / metabolism | Early Growth Response Protein 2 / metabolism | Hallucinogens / metabolism | Hallucinogens / pharmacology | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Male | Mice | Mice, Knockout | Proto-Oncogene Proteins c-fos / metabolism | Radioligand Assay | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Receptors, Metabotropic Glutamate / genetics | Receptors, Metabotropic Glutamate / metabolism | Somatosensory Cortex / metabolism | Stereotyped Behavior / drug effects | Xanthenes / pharmacology",,NIDA NIH HHS | NIMH NIH HHS,P01 DA012923 | R01 MH084894 | P01 DA12923,,,,,eng,
10.1016/j.neulet.2022.136836,,,Differences across sexes on head-twitch behavior and 5-HT2A receptor signaling in C57BL/6J mice,2022,Alaina M. Jaster; Jason Younkin; Travis Cuddy; Mario de la Fuente Revenga; Justin L. Poklis; Mikhail G. Dozmorov; Javier González-Maeso,Neuroscience Letters,journal-article,,2022-08-10,0304-3940,1872-7972,Elsevier BV,"Amphetamine / pharmacology | Animals | Behavior, Animal | Female | Fluorobenzenes | Hallucinogens / pharmacology | Humans | Male | Mice | Mice, Inbred C57BL | Piperidines | Receptor, Serotonin, 5-HT2A | Serotonin / pharmacology",Classical hallucinogens | G protein-coupled receptor (GPCR) | Head-twitch behavior | Psychedelics | Serotonin 5-HT(2A) receptor | Sex differences,NIDA NIH HHS | NIMH NIH HHS,P30 DA033934 | R01 MH084894 | R01 MH111940 | T32 MH020030,,,,,eng,
10.1016/j.neuroimage.2008.03.003,,,"Pharmacokinetics of the potent hallucinogen, salvinorin A in primates parallels the rapid onset and short duration of effects in humans",2008,Jacob M. Hooker; Youwen Xu; Wynne Schiffer; Colleen Shea; Pauline Carter; Joanna S. Fowler,NeuroImage,journal-article,,2008-03-16,1053-8119,1095-9572,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Carbon Radioisotopes / pharmacokinetics | Diterpenes, Clerodane / pharmacokinetics | Female | Hallucinogens / pharmacokinetics | Humans | Image Processing, Computer-Assisted | Papio | Positron-Emission Tomography",Hallucinogen | Parallels | Pharmacology | Duration (music) | Pharmacokinetics | Medicine | Art | Literature | Engineering | Mechanical engineering,NIBIB NIH HHS,F32 EB008320 | 1F32EB008320-01,,,,,eng,
10.1016/j.neuroimage.2019.05.060,,,Dynamical exploration of the repertoire of brain networks at rest is modulated by psilocybin,2019,Louis-David Lord; Paul Expert; Selen Atasoy; Leor Roseman; Kristina Rapuano; Renaud Lambiotte; David J. Nutt; Gustavo Deco; Robin L. Carhart-Harris; Morten L. Kringelbach,NeuroImage,journal-article,,2019-05-24,1053-8119,1095-9572,Elsevier BV,Adult | Cerebral Cortex / diagnostic imaging | Cerebral Cortex / drug effects | Cerebral Cortex / physiology | Connectome | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | Magnetic Resonance Imaging | Nerve Net / diagnostic imaging | Nerve Net / drug effects | Nerve Net / physiology | Parietal Lobe | Prefrontal Cortex / diagnostic imaging | Prefrontal Cortex / drug effects | Prefrontal Cortex / physiology | Psilocybin / administration & dosage | Psilocybin / pharmacology | Young Adult,,,,,,,,eng,
10.1016/j.neuroimage.2020.116980,,,"Psilocybin acutely alters the functional connectivity of the claustrum with brain networks that support perception, memory, and attention.",2020,Barrett FS; Krimmel SR; Griffiths RR; Seminowicz DA; Mathur BN,NeuroImage,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2020-05-23,1053-8119,1095-9572,,Adult | Aged | Attention / drug effects | Attention / physiology | Claustrum / drug effects | Female | Hallucinogens / pharmacology | Humans | Magnetic Resonance Imaging | Male | Memory / drug effects | Memory / physiology | Middle Aged | Neural Pathways / drug effects | Perception / drug effects | Perception / physiology | Psilocybin / pharmacology,Psychedelics | Resting state | Serotonin 2A receptor | fMRI,NIAAA NIH HHS | NIDA NIH HHS,R01 AA024845 | R03 DA042336,,,,,eng,
10.1016/j.neuroimage.2022.119004,,,Glycine attenuates impairments of stimulus-evoked gamma oscillations in the ketamine model of schizophrenia,2022,Moritz Haaf; Stjepan Curic; Saskia Steinmann; Jonas Rauh; Gregor Leicht; Christoph Mulert,NeuroImage,journal-article,,2022-02-14,1053-8119,1095-9572,Elsevier BV,"Evoked Potentials, Auditory / drug effects | Evoked Potentials, Auditory / physiology | Glycine / pharmacology | Humans | Ketamine / adverse effects | Ketamine / pharmacology | Male | Receptors, N-Methyl-D-Aspartate | Schizophrenia / drug therapy",EEG | Glycine | Negative symptoms | S-ketamine,Deutsche Forschungsgemeinschaft,SFB/TRR 135 – B7,10.1101/2021.04.15.439976,has-preprint doi:10.1101/2021.04.15.439976 asserted-by:object,,,eng,
10.1016/j.neuroimage.2022.119434,,,Psilocybin induces spatially constrained alterations in thalamic functional organizaton and connectivity.,2022,Gaddis A; Lidstone DE; Nebel MB; Griffiths RR; Mostofsky SH; Mejia AF; Barrett FS,NeuroImage,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2022-07-02,1053-8119,1095-9572,,Cerebral Cortex / physiology | Humans | Magnetic Resonance Imaging | Neural Pathways / physiology | Psilocybin / pharmacology | Rest | Serotonin | Thalamus / physiology,Functional MRI | Functional connectivity | Independent component analysis | Psilocybin | Psychedelics | Resting state | Thalamocortical connectivity | Thalamus,NIBIB NIH HHS,R01 EB027119,10.1016/j.neuroimage.2023.120130,ErratumIn PMID:37148779 Neuroimage. 2023 Jul 1;274:120130. doi: 10.1016/j.neuroimage.2023.120130.,,true,eng,
10.1016/j.neuron.2012.12.032,,,NMDA Receptors Subserve Persistent Neuronal Firing during Working Memory in Dorsolateral Prefrontal Cortex,2013,Min Wang; Yang Yang; Ching-Jung Wang; Nao J. Gamo; Lu E. Jin; James A. Mazer; John H. Morrison; Xiao-Jing Wang; Amy F.T. Arnsten,Neuron,journal-article,,2013-02-01,0896-6273,1097-4199,Elsevier BV,"Animals | Brain Mapping | Computer Simulation | Macaca mulatta | Male | Memory, Short-Term / physiology | Models, Neurological | Neurons / physiology | Prefrontal Cortex / physiology | Pyramidal Cells / physiology | Receptors, AMPA / physiology | Receptors, N-Methyl-D-Aspartate / physiology",,NIA NIH HHS | NIMH NIH HHS | NCRR NIH HHS | NIAAA NIH HHS,P01 AG030004 | R01 MH062349 | R37 AG006647 | MH 09335401 | U54RR024350 | P01 AG016765 | AG016765 | MH062349 | R01 MH093354 | AG06647 | RL1AA017536 | RL1 AA017536,10.1016/j.neuron.2013.01.029,CommentIn PMID:23439115 Neuron. 2013 Feb 20;77(4):603-5. doi: 10.1016/j.neuron.2013.01.029.,,,eng,
10.1016/j.neuron.2022.08.006,,,Signaling snapshots of a serotonin receptor activated by the prototypical psychedelic LSD,2022,Can Cao; Ximena Barros-Álvarez; Shicheng Zhang; Kuglae Kim; Marc A. Dämgen; Ouliana Panova; Carl-Mikael Suomivuori; Jonathan F. Fay; Xiaofang Zhong; Brian E. Krumm,Neuron,journal-article,,2022-09-09,0896-6273,1097-4199,Elsevier BV,"Hallucinogens / metabolism | Hallucinogens / pharmacology | Lysergic Acid Diethylamide / chemistry | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Receptors, Serotonin | Serotonin | beta-Arrestins / metabolism",Gq protein | HTR2B | LSD | functional selectivity | psychedelic | signaling transduction | structural biology | β-arrestin-1,NIGMS NIH HHS | NIMH NIH HHS | NIDA NIH HHS,R01 GM127359 | R01 MH112205 | R37 DA045657,,,,,eng,
