# Deterministic prescreen excluded queue for mechanistic generated at 2026-05-19T07:31:34.240394+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/minf.201300013,,,Probing the Selectivity of Monoamine Transporter Substrates by Means of Molecular Modeling,2013,A. Seddik; M. Holy; Rene Weissensteiner; Barbara Zdrazil; H. Sitte; G. Ecker,Molecular Informatics,JournalArticle,,2013-06-01,1868-1743,1868-1751,Wiley,,Chemistry | Medicine | external | s2-fos-model,Funded Access | Austrian Science Fund,F03502 | F3506 | W1232,,,,,en,b66dddba28797d68fccdec32ed9c0205274c1d54
10.1016/s0006-2952(98)00242-1,,,Muscarinic M2 receptor-mediated contraction in the guinea pig taenia caeci,1998,Albert Shen; Fred Mitchelson,Biochemical Pharmacology,journal-article,,1998-12-01,0006-2952,1873-2968,Elsevier BV,"Animals | Cecum / drug effects | Cecum / physiology | Colforsin / pharmacology | Diphenylacetic Acids / pharmacology | Female | Guinea Pigs | Histamine / pharmacology | In Vitro Techniques | Isoproterenol / pharmacology | Kinetics | Male | Muscarinic Antagonists / pharmacology | Muscle Contraction / drug effects | Muscle Contraction / physiology | Muscle, Smooth / drug effects | Muscle, Smooth / physiology | Parasympathomimetics / pharmacology | Piperidines / pharmacology | Pirenzepine / analogs & derivatives | Pirenzepine / pharmacology | Protein Kinase C / metabolism | Receptor, Muscarinic M2 | Receptors, Muscarinic / drug effects | Receptors, Muscarinic / physiology | Second Messenger Systems",,,,,,,,eng,
10.1016/s0006-2952(99)00285-3,,,Structural similitudes between cytotoxic antiestrogen-binding site (AEBS) ligands and cytotoxic sigma receptor ligands. evidence for a relationship between cytotoxicity and affinity for AEBS or sigma-2 receptor but not for sigma-1 receptor,1999,Blandine Kedjouar; Sylvie Daunes; Berthold J Vilner; Wayne D Bowen; Alain Klaebe; Jean-Charles Faye; Marc Poirot,Biochemical Pharmacology,journal-article,,1999-12-01,0006-2952,1873-2968,Elsevier BV,"Allosteric Regulation | Animals | Antineoplastic Agents, Hormonal / pharmacology | Benzhydryl Compounds / pharmacology | Binding Sites | Cell Division / drug effects | Cell Line | Humans | Ligands | Male | Phenytoin / pharmacology | Radioligand Assay | Rats | Rats, Sprague-Dawley | Receptors, sigma / metabolism | Structure-Activity Relationship | Tamoxifen / pharmacology | Tumor Cells, Cultured | Sigma-1 Receptor",,,,,,,,eng,
10.1016/s0006-2952(99)00416-5,,,Induction of a high-affinity ketanserin binding site at the 5-Hydroxytryptamine1B receptor by modification of its carboxy-terminal intracellular portion,2000,Thierry Wurch; Christiane Palmier; Petrus J Pauwels,Biochemical Pharmacology,journal-article,,2000-05-01,0006-2952,1873-2968,Elsevier BV,"Animals | Binding Sites | COS Cells | Cells, Cultured | Humans | Ketanserin / pharmacology | Ligands | Receptor, Serotonin, 5-HT1B | Receptor, Serotonin, 5-HT2A | Receptors, Serotonin / genetics | Receptors, Serotonin / metabolism | Recombinant Fusion Proteins / metabolism | Serotonin Antagonists / pharmacology",,,,,,,,eng,
10.1016/s0006-3223(00)00466-2,,,"33. Dopamine D4 receptor, serotonin transporter genotypes and temperament in early childhood",2000,R. P. Ebstein; J. Auerbach,Biological Psychiatry,journal-article,,2000-04-15,0006-3223,1873-2402,Elsevier BV,,Biology | external | Psychology | s2-fos-model | Medicine,,,,,,,en,131aebad41f4dc8ac506e359c6a0b978f828e568
10.1016/s0006-3223(00)00634-x,,,370. Dopamine transporter (DAT 1) genotypes and [123I]-β-CIT SPECT imaging of DAT in Tourette Disorder (TD),2000,M. Stamenkovic; S. Schindler; Susanne Asenbaum; Karoline Fuchs; Friedrich Leisch; Kurt Hornik; Werner Sieghart; P. Schüssler; F. Riederer; Siegfried Kasper,Biological Psychiatry,journal-article,,2000-04-15,0006-3223,1873-2402,Elsevier BV,,Medicine | external | s2-fos-model | Psychology,,,,,,,en,d9152bc0b8a7fa643842c0c060875af19f2a36c3
10.1016/s0006-3223(00)00693-4,,,423. 5-HT2 receptor activation: a common denominator of the NMDA antagonist and 5-HT2A agonist models of psychosis?,2000,F. X. Vollenweider; D. Bächle; Klaus L. Leenders; John H. Missimer; D. Hell,Biological Psychiatry,journal-article,,2000-04-15,0006-3223,1873-2402,Elsevier BV,,Medicine | external | Psychology | s2-fos-model,,,,,,,en,11def9d0a80351eabab6591d51c88b4cd419409f
10.1016/s0006-3223(00)00695-8,,,425. Cocaine effects on striatal dopamine transporter (DAT) and vesicular monoamine transporter (VMAT2) protein in humans,2000,S. Oakman; Li Zhang; R. Maddox; Karley Y. Little,Biological Psychiatry,journal-article,,2000-04-15,0006-3223,1873-2402,Elsevier BV,,Chemistry | external | Medicine | s2-fos-model | Biology | Psychology,,,,,,,en,339df185814932780b55ac0c6c34c13165f57b14
10.1016/s0006-3223(00)00702-2,,,"432. An association of a 5-HT5A receptor polymorphism, PRO15SER, to Japanese schizophrenia",2000,N. Iwata; Norio Ozaki; T. Inada; David Goldman,Biological Psychiatry,journal-article,,2000-04-15,0006-3223,1873-2402,Elsevier BV,,Medicine | external | Psychology | s2-fos-model,,,,,,,en,470dd50bf94263e2600d7b929ae1a9300fb9c136
10.1016/s0006-3223(00)01007-6,,,Paroxetine binding to the rat norepinephrine transporter in vivo.,2000,Robert T. Rubin; Robert T. Rubin,Biological psychiatry,LettersAndComments,,2000-11-01,0006-3223,1873-2402,Elsevier BV,"Animals | Antidepressive Agents, Second-Generation / metabolism | Antidepressive Agents, Second-Generation / pharmacokinetics | Carrier Proteins / metabolism | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins | Paroxetine / metabolism | Paroxetine / pharmacokinetics | Protein Binding | Rats | Symporters",Medicine | external | s2-fos-model,,,10.1016/s0006-3223(99)00314-5,CommentOn PMID:10812044 Biol Psychiatry. 2000 May 1;47(9):842-5. doi: 10.1016/s0006-3223(99)00314-5.,,,en,e7db1531cd48f9e93cd4aaffb6faf2b298465d80
10.1016/s0006-3223(01)01189-1,,,Aberrant behavioral effects of a dopamine D1 receptor antagonist and agonist in monkeys: evidence of uncharted dopamine D1 receptor actions,2001,Linda Peacock; Jes Gerlach,Biological Psychiatry,journal-article,,2001-10-01,0006-3223,1873-2402,Elsevier BV,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine / analogs & derivatives | 2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine / pharmacology | Animals | Arousal / drug effects | Behavior, Animal / drug effects | Cebus | Cross-Over Studies | Dopamine / metabolism | Dopamine Agonists / adverse effects | Dopamine Agonists / pharmacology | Dopamine Antagonists / adverse effects | Dopamine Antagonists / pharmacology | Dyskinesia, Drug-Induced / physiopathology | Dystonia / chemically induced | Dystonia / physiopathology | Locomotion / drug effects | Receptors, Dopamine D1 / drug effects | Stereotyped Behavior / drug effects",,NIMH NIH HHS,N01MH30003,,,,,eng,
10.1016/s0006-3223(02)01378-1,,,Reduced 5-HT2A receptor binding after recovery from anorexia nervosa,2002,Guido K Frank; Walter H Kaye; Carolyn C Meltzer; Julie C Price; Phil Greer; Claire McConaha; Kelli Skovira,Biological Psychiatry,journal-article,,2002-11-01,0006-3223,1873-2402,Elsevier BV,"Adult | Anorexia Nervosa / metabolism | Anorexia Nervosa / physiopathology | Anorexia Nervosa / therapy | Binding, Competitive | Brain / blood supply | Brain / metabolism | Brain / pathology | Cerebellum / metabolism | Cerebellum / pathology | Convalescence | Female | Fluorodeoxyglucose F18 / pharmacokinetics | Humans | Ketanserin / analogs & derivatives | Ketanserin / pharmacokinetics | Limbic System / blood supply | Limbic System / metabolism | Limbic System / pathology | Magnetic Resonance Imaging | Neural Pathways / metabolism | Radiopharmaceuticals / pharmacokinetics | Receptor, Serotonin, 5-HT2A | Receptors, Serotonin / metabolism | Tomography, Emission-Computed",,NCRR NIH HHS | NIMH NIH HHS,5 M01RR00084 | R01 MH46001-07A1,,,,,eng,
10.1016/s0006-3223(02)01433-6,,,Linkage disequilibrium between dopamine D1 receptor gene (DRD1) and bipolar disorder,2002,Xingqun Ni; Joseph M Trakalo; Emanuela Mundo; Fabio M Macciardi; Sagar Parikh; Lisa Lee; James L Kennedy,Biological Psychiatry,journal-article,,2002-12-01,0006-3223,1873-2402,Elsevier BV,"Adult | Alleles | Analysis of Variance | Bipolar Disorder / genetics | DNA Primers | Female | Gene Frequency | Genotype | Humans | Linkage Disequilibrium | Male | Polymorphism, Genetic | Receptors, Dopamine D1 / genetics",,,,,,,,eng,
10.1016/s0006-3223(02)01486-5,,,Involvement of NMDA receptors in alcohol-mediated behavior: mice with reduced affinity of the NMDA R1 glycine binding site display an attenuated sensitivity to ethanol,2003,Falk Kiefer; Holger Jahn; Anja Koester; Alexandra Montkowski; Rainer K Reinscheid; Klaus Wiedemann,Biological Psychiatry,journal-article,,2003-02-01,0006-3223,1873-2402,Elsevier BV,"Alcohol Drinking / genetics | Alcohol Drinking / psychology | Alcoholic Intoxication / psychology | Animals | Anxiety / psychology | Central Nervous System Depressants / adverse effects | Central Nervous System Depressants / blood | Central Nervous System Depressants / pharmacology | Ethanol / adverse effects | Ethanol / blood | Ethanol / pharmacology | Mice | Mice, Transgenic | Motor Activity / drug effects | Psychomotor Performance / drug effects | Receptors, N-Methyl-D-Aspartate / genetics | Receptors, N-Methyl-D-Aspartate / physiology | Substance Withdrawal Syndrome / psychology",,,,,,,,eng,
10.1016/s0006-3223(03)00818-7,,,Milnacipran: a comparative analysis of human monoamine uptake and transporter binding affinity,2003,S Vaishnavi,Biological Psychiatry,journal-article,,2003-10-16,0006-3223,1873-2402,Elsevier BV,,,,,,,,,en,
10.1016/s0006-3223(97)86999-5,,,Association study of alcoholism with Taql polymorphic systems at the dopamine D2 receptor (DRD2) gene,1997,O. Ovtchinnikova; N. L. Dejneko; E. Druzina; T. Nebarakova; I. Ovchinnikov,Biological Psychiatry,journal-article,,1997-07-01,0006-3223,1873-2402,Elsevier BV,,Psychology | external | Biology | s2-fos-model | Medicine,,,,,,,en,37edb7d325c7a39eff7c985ea0b79815dc5d4428
10.1016/s0006-3223(97)87111-9,,,"Brain 5-hydroxytryptamine 5-HT 4, 5HT 6 & 5-HT 7 receptor histochemistry",1997,D. Hoyer; M. Tricklebank,Biological Psychiatry,journal-article,,1997-07-01,0006-3223,1873-2402,Elsevier BV,,Chemistry | Psychology | external | Biology | s2-fos-model | Medicine,,,,,,,en,49782e322d6f93009db79f62e6c28b867cbb5096
10.1016/s0006-3223(97)88120-6,,,Association of polymorphisms of dopamine D2 receptor (DRD2) and dopamine transporter (DAT1) genes with schizoid/avoidant behaviors (SAB) and pathological violence (PV),1997,Kenneth Blum; Eric R. Braverman; John G. Cull; Art Eisenberg; Mark Sherman; Nancy Schnautz; Larry Fischer; Daniel Mathews; David E. Comings,Biological Psychiatry,journal-article,,1997-07,0006-3223,1873-2402,Elsevier BV,,,,,,,,,en,
10.1016/s0006-3223(99)00245-0,,,Genetic approaches to studying norepinephrine function: knockout of the mouse norepinephrine transporter gene,1999,Yan-Min Wang; Fei Xu; Raul R Gainetdinov; Marc G Caron,Biological Psychiatry,journal-article,,1999-11-01,0006-3223,1873-2402,Elsevier BV,"Animals | Behavior, Addictive / genetics | Carrier Proteins / genetics | Depression / genetics | Disease Models, Animal | Mice | Mice, Knockout / genetics | Mice, Knockout / metabolism | Neurotransmitter Agents / genetics | Norepinephrine / biosynthesis | Norepinephrine / genetics | Norepinephrine / metabolism | Phenotype",,NINDS NIH HHS,NS19576,,,,,eng,
10.1016/s0006-8993(00)02273-3,,,Localization of 5-ht5A receptor-like immunoreactivity in the rat brain,2000,K.R Oliver; A.M Kinsey; A Wainwright; D.J.S Sirinathsinghji,Brain Research,journal-article,,2000-06-01,0006-8993,1872-6240,Elsevier BV,"Animals | Antibody Specificity | Brain Chemistry | Diencephalon / chemistry | Male | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / analysis | Receptors, Serotonin / immunology | Rhombencephalon / chemistry | Telencephalon / chemistry",,,,,,,,eng,
10.1016/s0006-8993(00)02553-1,,,5-HT1A and 5-HT7 receptor expression in the mammalian retina,2000,Kusol Pootanakit; William J Brunken,Brain Research,journal-article,,2000-09-01,0006-8993,1872-6240,Elsevier BV,"Amino Acid Sequence | Animals | Female | Molecular Sequence Data | RNA, Messenger / metabolism | Rabbits / metabolism | Rats / metabolism | Rats, Sprague-Dawley | Receptors, Serotonin / genetics | Receptors, Serotonin, 5-HT1 | Retina / metabolism | Reverse Transcriptase Polymerase Chain Reaction",,,,,,,,eng,
10.1016/s0006-8993(00)03170-x,,,Biotinylated m4-toxin demonstrates more M4 muscarinic receptor protein on direct than indirect striatal projection neurons,2001,Melissa P. Santiago; Lincoln T. Potter,Brain Research,journal-article,,2001-03-01,0006-8993,1872-6240,Elsevier BV,"Animals | CHO Cells | Corpus Striatum / metabolism | Cricetinae | Elapid Venoms / metabolism | Elapidae | Male | Neural Pathways / physiology | Neurons / metabolism | Neurotoxins / metabolism | Parkinson Disease / metabolism | Rats | Rats, Wistar | Receptor, Muscarinic M4 | Receptors, Muscarinic / metabolism | Substantia Nigra / metabolism",,NIA NIH HHS,AG 06170 | AG 12976,,,,,eng,
10.1016/s0006-8993(00)03223-6,,,Effect of graded hypoxia on the high-affinity CPP binding site of the NMDA receptor in the cerebral cortex of newborn piglets,2001,Karen I Fritz; Santina Zanelli; Om P Mishra; Maria Delivoria-Papadopoulos,Brain Research,journal-article,,2001-02-01,0006-8993,1872-6240,Elsevier BV,"Animals | Animals, Newborn / metabolism | Asphyxia Neonatorum / metabolism | Asphyxia Neonatorum / physiopathology | Binding Sites / drug effects | Binding Sites / physiology | Cell Membrane / metabolism | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Cerebral Cortex / physiopathology | Disease Models, Animal | Energy Metabolism / physiology | Excitatory Amino Acid Antagonists / metabolism | Excitatory Amino Acid Antagonists / pharmacokinetics | Humans | Hypoxia, Brain / metabolism | Hypoxia, Brain / physiopathology | Infant, Newborn | Lipid Peroxidation / physiology | Neurons / drug effects | Neurons / metabolism | Piperazines / metabolism | Piperazines / pharmacokinetics | Radioligand Assay | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / metabolism | Swine | Tritium",,NICHD NIH HHS,HD-20337 | HD-38079,,,,,eng,
10.1016/s0006-8993(01)02522-7,,,Locomotor behavior of dopamine D1 receptor transgenic/D2 receptor deficient hybrid mice,2001,Stella Dracheva; Vahram Haroutunian,Brain Research,journal-article,,2001-06-01,0006-8993,1872-6240,Elsevier BV,"Animals | Brain / cytology | Brain / drug effects | Brain / metabolism | Dopamine Agonists / pharmacokinetics | Dopamine Antagonists / pharmacokinetics | Dopamine D2 Receptor Antagonists | Frontal Lobe / metabolism | Gait Disorders, Neurologic / genetics | Gait Disorders, Neurologic / metabolism | Gait Disorders, Neurologic / physiopathology | Hypokinesia / genetics | Hypokinesia / metabolism | Hypokinesia / physiopathology | Mice | Mice, Knockout / genetics | Mice, Knockout / metabolism | Mice, Transgenic / genetics | Mice, Transgenic / metabolism | Motor Activity / drug effects | Motor Activity / genetics | Neostriatum / metabolism | Neurons / drug effects | Neurons / metabolism | Receptors, Dopamine D1 / agonists | Receptors, Dopamine D1 / genetics | Receptors, Dopamine D1 / metabolism | Receptors, Dopamine D2 / deficiency | Receptors, Dopamine D2 / genetics",,,,,,,,eng,
10.1016/s0006-8993(02)02360-0,,,The distribution of 5-HT6 receptors in rat brain: an autoradiographic binding study using the radiolabelled 5-HT6 receptor antagonist [125I]SB-258585,2002,Jennifer C. Roberts; Charlie Reavill; Simon Z. East; Paul J. Harrison; Sara Patel; Carol Routledge; Ronald A. Leslie,Brain Research,journal-article,,2002-04-01,0006-8993,1872-6240,Elsevier BV,"Animals | Autoradiography | Binding Sites / physiology | Brain / cytology | Brain / metabolism | Cerebrospinal Fluid / metabolism | Choroid Plexus / cytology | Choroid Plexus / metabolism | Denervation | Dopamine | Iodine Radioisotopes | Male | Medial Forebrain Bundle / drug effects | Medial Forebrain Bundle / injuries | Medial Forebrain Bundle / physiopathology | Neostriatum / cytology | Neostriatum / metabolism | Neural Pathways / cytology | Neural Pathways / metabolism | Neurons / cytology | Neurons / metabolism | Oxidopamine / pharmacology | Piperazines | Radioligand Assay | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / metabolism | Serotonin / metabolism | Serotonin Antagonists | Substantia Nigra / cytology | Substantia Nigra / metabolism | Sulfonamides | Sympatholytics / pharmacology | Tyrosine 3-Monooxygenase / metabolism",,,,,,,,eng,
10.1016/s0006-8993(03)02337-0,,,Human neural stem cell transplantation in the MPTP-lesioned mouse,2003,Mark A. Liker; Giselle M. Petzinger; Kerry Nixon; Tom McNeill; Michael W. Jakowec,Brain Research,journal-article,,2003-04-23,0006-8993,1872-6240,Elsevier BV,"Animals | Brain Tissue Transplantation / methods | Cerebral Ventricles / metabolism | Corpus Striatum / metabolism | Disease Models, Animal | Fetal Tissue Transplantation | Fetus | Hippocampus / metabolism | Humans | Immunohistochemistry | MPTP Poisoning / pathology | MPTP Poisoning / physiopathology | Mice | Mice, Inbred C57BL | Neurons / physiology | Neurons / transplantation | Nuclear Proteins / metabolism | Stem Cell Transplantation | Time Factors | Tyrosine 3-Monooxygenase / metabolism",,,,,,,,eng,
10.1016/s0006-8993(03)03172-x,,,Compromised reactive microgliosis in MPTP-lesioned IL-6 KO mice,2003,Hernan Cardenas; Laurel M. Bolin,Brain Research,journal-article,,2003-07-31,0006-8993,1872-6240,Elsevier BV,"Animals | Astrocytes / metabolism | Astrocytes / pathology | Gliosis / genetics | Gliosis / pathology | Immunohistochemistry | Interleukin-6 / deficiency | Interleukin-6 / genetics | Male | Mice | Mice, Knockout | Microglia / metabolism | Microglia / pathology | Models, Animal | Nitric Oxide Synthase / biosynthesis | Nitric Oxide Synthase Type II | Parkinsonian Disorders / genetics | Parkinsonian Disorders / pathology | Substantia Nigra / metabolism | Substantia Nigra / pathology",,NINDS NIH HHS,NS40065-02,,,,,eng,
10.1016/s0006-8993(96)00170-9,,,"Kappa opioid receptor agonists inhibit sigma-1 (Ï1) receptor binding in guinea-pig brain, liver and spleen: autoradiographical evidence",1996,P Brent,Brain Research,journal-article,,1996-07,0006-8993,1872-6240,Elsevier BV,,,,,,,,,,
10.1016/s0006-8993(96)00697-x,,,"Immunohistochemical distribution of metabotropic glutamate receptor subtypes mGluR1b, mGluR2/3, mGluR4a and mGluR5 in human hippocampus",1996,I Blümcke,Brain Research,journal-article,,1996-10-14,0006-8993,1872-6240,Elsevier BV,,,,,,,,,,
10.1016/s0006-8993(96)00785-8,,,Expression of m1 and m4 muscarinic receptor mRNA in the striatum following a selective lesion of striatonigral neurons,1996,M Harrison,Brain Research,journal-article,,1996-09-23,0006-8993,1872-6240,Elsevier BV,,,,,,,,,,
