action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1692.pdf,Alpha2A adrenergic receptor (ADRA2A),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1692.pdf,,,,,2009-12,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.1692,Science-Business eXchange,Adrenergic receptor α2a (ADRA2A),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.1692.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.1692.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.195.pdf,Beta2 adrenergic receptor (ADRB2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.195.pdf,,,,,2009-02,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.195,Science-Business eXchange,Adrenergic receptor β2 (ADRB2),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.195.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.195.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.501.pdf,LSD -> 5-HT2C,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.501.pdf,,,,,2009-03,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.501,Science-Business eXchange,Serotonin (5-HT2C) receptor (HTR2C; 5-HT2C),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.501.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.501.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.503.pdf,delta opioid receptor (OPRD1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.503.pdf,,,,,2009-03,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.503,Science-Business eXchange,"Opioid receptor, δ1 (OPRD1)",2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.503.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.503.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.545.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.545.pdf,,,,,2009-04,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.545,Science-Business eXchange,Cannabinoid CB1 receptor (CNR1),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.545.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.545.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.636.pdf,M3 muscarinic receptor (CHRM3),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.636.pdf,,,,,2009-04,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.636,Science-Business eXchange,Muscarinic M3 receptor (CHRM3),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.636.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.636.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.638.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.638.pdf,,,,,2009-04,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.638,Science-Business eXchange,Cannabinoid CB2 receptor (CNR2; CB2),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.638.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.638.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.67.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.67.pdf,,,,,2009-01,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.67,Science-Business eXchange,Cannabinoid CB2 receptor (CNR2); cyclooxygenase-2 (PTGS2; COX-2),2009,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.67.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.67.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.671.pdf,mu opioid receptor (OPRM1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.671.pdf,,,,,2009-04,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.671,Science-Business eXchange,μ-Opioid receptor (OPRM1),2009,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.671.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.671.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.841.pdf,VMAT2 (SLC18A2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.841.pdf,,,,,2009-05,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.841,Science-Business eXchange,Vesicular monoamine transporter 2 (SLC18A2; VMAT2); dopa decarboxylase (DDC; AADC); calcium channel voltage-dependent T type- α 1G subunit (CACNA1G; Cav3.1),2009,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.841.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2009.841.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2009.864.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2009.864.pdf,,,,,2009-05,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2009.864,Science-Business eXchange,Cannabinoid CB2 receptor (CNR2),2009,,https://link.springer.com/content/pdf/10.1038/scibx.2009.864.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2009.864.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1017.pdf,M1 muscarinic receptor (CHRM1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: ConnectionResetError: [Errno 54] Connection reset by peer,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1017.pdf,,,,,2010-08,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1017,Science-Business eXchange,Muscarinic acetylcholine receptor M1 (CHRM1; HM1),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1017.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1017.pdf
,Spyros Nikas,https://link.springer.com/content/pdf/10.1038/scibx.2010.1157.pdf,CB1 receptor (CNR1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1157.pdf,,,,,2010-09,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1157,Science-Business eXchange,Cannabinoid CB1 receptor (CNR1); CNR2,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1157.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1157.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1273.pdf,5-HT6,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1273.pdf,,,,,2010-10,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1273,Science-Business eXchange,Serotonin (5-HT6) receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1273.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1273.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1274.pdf,Psilocin -> 5-HT1A,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1274.pdf,,,,,2010-10,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1274,Science-Business eXchange,Glycine receptor α3 (GLRA3); serotonin (5-HT1A) receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1274.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1274.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1286.pdf,H1 receptor (HRH1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1286.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1286,Science-Business eXchange,Histamine H1 receptor (HRH1),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1286.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1286.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1290.pdf,Psilocin -> 5-HT1A,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1290.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1290,Science-Business eXchange,Serotonin (5-HT1A) receptor; serotonin (5-HT3) receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1290.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1290.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1298.pdf,H1 receptor (HRH1) | Psilocin -> 5-HT2A,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1298.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1298,Science-Business eXchange,Serotonin (5-HT2A) receptor; histamine H1 receptor (HRH1),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1298.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1298.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1299.pdf,MDMA -> NET (SLC6A2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1299.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1299,Science-Business eXchange,Histamine H3 receptor (HRH3); norepinephrine transporter,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1299.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1299.pdf
,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2010.1304.pdf,5-HT2B,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2010.1304.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1304,Science-Business eXchange,Computational model to predict compound binding to serotonin (5-HT2B) receptor,2010,,https://link.springer.com/content/pdf/10.1038%2Fscibx.2010.1304.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038%2Fscibx.2010.1304.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1356.pdf,LSD -> 5-HT2C,,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1356.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1356,Science-Business eXchange,Serotonin (5-HT2C) receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1356.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1356.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1361.pdf,M2 muscarinic receptor (CHRM2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1361.pdf,,,,,2010-11,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1361,Science-Business eXchange,Acetylcholinesterase (AChE); muscarinic acetylcholine receptor M2 (CHRM2; HM2),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1361.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1361.pdf
,Hava Karsenty,https://link.springer.com/content/pdf/10.1038/scibx.2010.1384.pdf,CB2 receptor (CNR2),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1384.pdf,,,,,2010-12,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1384,Science-Business eXchange,Cannabinoid CB2 receptor (CNR2),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1384.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1384.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1452.pdf,D1 receptor (DRD1),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 429:,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1452.pdf,,,,,2010-12,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.1452,Science-Business eXchange,Dopamine D1 receptor; dopamine D2 receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.1452.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.1452.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.252.pdf,D3 receptor (DRD3),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.252.pdf,,,,,2010-02,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.252,Science-Business eXchange,Dopamine D2 receptor; dopamine D3 receptor,2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.252.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.252.pdf
,,https://link.springer.com/content/pdf/10.1038/scibx.2010.283.pdf,MDMA -> SERT (SLC6A4),,,,,1945-3477,1945-3477,,en,needs_download,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,true,bronze,paper_metadata_v2,,skipped,,https://link.springer.com/content/pdf/10.1038/scibx.2010.283.pdf,,,,,2010-03,,journal-article,Springer Science and Business Media LLC,,,10.1038/scibx.2010.283,Science-Business eXchange,Serotonin (5-HT) transporter (SLC6A4; SERT); solute carrier family 6 neurotransmitter transporter noradrenalin member 2 (SLC6A2; NET); solute carrier family 6 neurotransmitter transporter dopamine member 3 (SLC6A3; DAT1),2010,,https://link.springer.com/content/pdf/10.1038/scibx.2010.283.pdf,true,bronze,https://link.springer.com/content/pdf/10.1038/scibx.2010.283.pdf
