action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
,,Psilocybin->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Psilocybin),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.neuropharm.2022.109398,Canalization and plasticity in psychopathology,2022,0,
open_access_but_no_direct_pdf_url,,AMPA receptor,needs_download,0,False,"contains primary-results signals (agonist, antagonist, ki, receptor)",primary_results,,0,allowed entity mention (nmda) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (agonist, antagonist, ki, receptor)",primary_study,10.1016/j.neuropharm.2024.110172,Nitrous oxide induces hypothermia and TrkB activation: Maintenance of body temperature abolishes antidepressant-like effects in mice,2024,0,
closed_or_unknown_access,,MDMA->NET (SLC6A2),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.neuroscience.2005.05.016,"Rat brain serotonin neurones that express neuronal nitric oxide synthase have increased sensitivity to the substituted amphetamine serotonin toxins 3,4-methylenedioxymethamphetamine and p-chloroamphetamine",2005,0,
open_access_but_no_direct_pdf_url,,MDMA->SERT (SLC6A4),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.neuroscience.2008.03.086,"3,4-Methylenedioxymethamphetamine induces differential regulation of tryptophan hydroxylase 2 protein and mRNA levels in the rat dorsal raphe nucleus",2008,0,
open_access_but_no_direct_pdf_url,,5-HT7,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (5 ht1a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.neuroscience.2008.10.055,Serotonin 5-HT2 and 5-HT1A-like receptors differentially modulate aggressive behaviors in Drosophila melanogaster,2008,0,
open_access_but_no_direct_pdf_url,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (nmda) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.neuroscience.2020.02.019,"Modulation of NMDA Receptors by G-protein-coupled receptors: Role in Synaptic Transmission, Plasticity and Beyond",2020,0,
,,5-HT1D,needs_download,0,False,"contains primary-results signals (agonist, antagonist, ki, receptor)",primary_results,,0,allowed entity mention (5 ht2a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (agonist, antagonist, ki, receptor)",primary_study,10.1016/j.nsa.2023.101127,Trazodone once-a-day: A formula for addressing challenges in antidepressant safety and tolerability,2023,0,
open_access_but_no_direct_pdf_url,,LSD->mGluR2 (GRM2),needs_download,0,False,"contains primary-results signals (in vivo, receptor)",primary_results,,0,allowed entity mention (serotonin 2a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (in vivo, receptor)",primary_study,10.1016/j.nsa.2023.103705,Cerebral serotonin 2a receptor occupancy of psychedelic and non-psychedelic compounds as measured in vivo in pigs,2023,0,
,,2C-B->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,allowed compound mention (lsd) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.nsa.2024.103938,Knowledge gaps in psychedelic medicalisation: Clinical studies and regulatory aspects,2024,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.ntt.2005.09.002,Increased responsiveness to MDMA in adult rats treated neonatally with MDMA,2005,0,
closed_or_unknown_access,,MDMA->NET (SLC6A2),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.ntt.2017.02.003,"The combined effects of 3,4-methylenedioxymethamphetamine (MDMA) and selected substituted methcathinones on measures of neurotoxicity",2017,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,allowed entity mention (d3 receptor) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.pbb.2003.09.011,Behavioral effects of dopamine agonists and antagonists in MPTP-lesioned D3 receptor knockout mice,2003,0,
open_access_but_no_direct_pdf_url,,Bufotenin,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (5 ht1a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2009.05.014,5-HT1A receptor activation is necessary for 5-MeODMT-dependent potentiation of feeding inhibition,2009,0,
closed_or_unknown_access,,Salvinorin A->kappa opioid receptor (OPRK1),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2010.05.014,Salvinorin A fails to substitute for the discriminative stimulus effects of LSD or ketamine in Sprague–Dawley rats,2010,0,
closed_or_unknown_access,,5-HT6,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT6),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2010.12.021,5-HT6 pharmacology inconsistencies,2010,0,
closed_or_unknown_access,,LSD->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (LSD),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2011.12.002,"Serotonergic and dopaminergic distinctions in the behavioral pharmacology of (±)-1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane (DOI) and lysergic acid diethylamide (LSD)",2011,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2013.11.033,R (−)-ketamine shows greater potency and longer lasting antidepressant effects than S (+)-ketamine,2013,0,
closed_or_unknown_access,,Psilocin->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,allowed compound mention (dimethyltryptamine) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2016.01.005,"Behavioral and pharmacokinetic interactions between monoamine oxidase inhibitors and the hallucinogen 5-methoxy-N,N-dimethyltryptamine",2016,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2018.07.003,"Expression of heat shock protein HSP-70 in the retrosplenial cortex of rat brain after administration of (R,S)-ketamine and (S)-ketamine, but not (R)-ketamine",2018,0,
closed_or_unknown_access,,LSD->mGluR2 (GRM2),needs_manual_access,0,False,no strong paper-type signal,other,,0,allowed entity mention (5 ht2a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2018.09.007,Chronic methamphetamine self-administration dysregulates 5-HT2A and mGlu2 receptor expression in the rat prefrontal and perirhinal cortex: Comparison to chronic phencyclidine and MK-801,2018,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2019.04.008,"Comparison of antidepressant and side effects in mice after intranasal administration of (R,S)-ketamine, (R)-ketamine, and (S)-ketamine",2019,0,
closed_or_unknown_access,,Ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2019.172827,"Rapastinel, a novel glutamatergic agent with ketamine-like antidepressant actions: Convergent mechanisms",2019,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,contains review keyword,review,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1016/j.pbb.2019.172839,"Phencyclidine-induced cognitive deficits in mice are ameliorated by subsequent repeated intermittent administration of (R)-ketamine, but not (S)-ketamine: Role of BDNF-TrkB signaling",2019,0,
open_access_but_no_direct_pdf_url,,5-HT5A,needs_download,0,False,no strong paper-type signal,other,,0,allowed compound mention (lsd) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2021.173129,Use and abuse of dissociative and psychedelic drugs in adolescence,2021,0,
open_access_but_no_direct_pdf_url,,R-ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2021.173152,Rapid tolerance to behavioral effects of ethanol in rats: Prevention by R-(−)-ketamine,2021,0,
closed_or_unknown_access,,DOI->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (DOI),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2022.173500,"Rapid antidepressant-like effect of non-hallucinogenic psychedelic analog lisuride, but not hallucinogenic psychedelic DOI, in lipopolysaccharide-treated mice",2022,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pbb.2023.173523,Differentially regulated targets in the fast-acting antidepressant effect of (R)-ketamine: A systems biology approach,2023,0,
closed_or_unknown_access,,DMT->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (DMT),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pharep.2016.01.008,"Modification of 5-methoxy-N,N-dimethyltryptamine-induced hyperactivity by monoamine oxidase A inhibitor harmaline in mice and the underlying serotonergic mechanisms",2016,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,contains review keyword,review,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1016/j.pharep.2018.02.011,"The role of glutamatergic modulation in the mechanism of action of ketamine, a prototype rapid-acting antidepressant drug",2018,0,
,,Ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pharmthera.2019.02.017,"Fast-acting antidepressant activity of ketamine: highlights on brain serotonin, glutamate, and GABA neurotransmission in preclinical studies",2019,0,
,,Ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.pharmthera.2023.108431,The antidepressant actions of ketamine and its enantiomers,2023,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.phrs.2015.05.003,Ketamine and suicidal ideation in depression: Jumping the gun?,2015,0,
closed_or_unknown_access,,DMT->TAAR1,needs_manual_access,0,False,no strong paper-type signal,other,,0,allowed compound mention (lsd) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.phrs.2016.08.022,"The hallucinogen d -lysergic diethylamide (LSD) decreases dopamine firing activity through 5-HT 1A , D 2 and TAAR 1 receptors",2016,0,
,,DOI->5-HT2B,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (sigma 1 receptor) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.phrs.2023.106771,Sigma-1 receptor and seizures,2023,0,
,,Psilocybin->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Psilocybin),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.physbeh.2024.114627,"Effects of psilocybin on body weight, body composition, and metabolites in male and female mice",2024,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1016/j.phytochem.2007.04.034,Biosynthesis of salvinorin A proceeds via the deoxyxylulose phosphate pathway,2007,0,
