compound,target,assay_type,affinity_type,affinity_value,affinity_unit,species,system,study_doi,study_title,study_year,evidence_level,source,notes,source_type,access_level,evidence_location,evidence_locator,study_design,authors,paper_type
Mescaline,5-HT2A,functional assay,Other,6.3,uM,,in_vitro,10.3390/molecules28247942,"An Overview on the Hallucinogenic Peyote and Its Alkaloid Mescaline: The Importance of Context, Ceremony and Culture",2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Peyote (Lophophora williamsii) is a cactus that contains various biologically active alkaloids—such as pellotine, anhalonidine, hordenine and mescaline. Here, mescaline i",in_vitro_assay,Marjolein Doesburg-van Kleffens; Amy M. Zimmermann-Klemd; Carsten Gründemann,primary_results
S-ketamine,NMDA receptor,radioligand binding,Kd,8.4,nM,,in_vitro,10.3390/ph15080997,Pharmacological Comparative Characterization of REL-1017 (Esmethadone-HCl) and Other NMDAR Channel Blockers in Human Heterodimeric N-Methyl-D-Aspartate Receptors,2022,high,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Excessive Ca2+ currents via N-methyl-D-aspartate receptors (NMDARs) have been implicated in many disorders. Uncompetitive NMDAR channel blockers are an emerging class of,phase_3_trial,Ezio Bettini; Stephen M. Stahl; Sara De Martin; Andrea Mattarei; Jacopo Sgrignani; Corrado Carignani; Selena Nola; Patrizia Locatelli; Marco Pappagallo; Charles E. Inturrisi,primary_results
R-ketamine,NMDA receptor,radioligand binding,Kd,8.4,nM,,in_vitro,10.3390/ph15080997,Pharmacological Comparative Characterization of REL-1017 (Esmethadone-HCl) and Other NMDAR Channel Blockers in Human Heterodimeric N-Methyl-D-Aspartate Receptors,2022,high,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Excessive Ca2+ currents via N-methyl-D-aspartate receptors (NMDARs) have been implicated in many disorders. Uncompetitive NMDAR channel blockers are an emerging class of,phase_3_trial,Ezio Bettini; Stephen M. Stahl; Sara De Martin; Andrea Mattarei; Jacopo Sgrignani; Corrado Carignani; Selena Nola; Patrizia Locatelli; Marco Pappagallo; Charles E. Inturrisi,primary_results
Ketamine,NMDA receptor,radioligand binding,Kd,8.4,nM,,in_vitro,10.3390/ph15080997,Pharmacological Comparative Characterization of REL-1017 (Esmethadone-HCl) and Other NMDAR Channel Blockers in Human Heterodimeric N-Methyl-D-Aspartate Receptors,2022,high,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Excessive Ca2+ currents via N-methyl-D-aspartate receptors (NMDARs) have been implicated in many disorders. Uncompetitive NMDAR channel blockers are an emerging class of,phase_3_trial,Ezio Bettini; Stephen M. Stahl; Sara De Martin; Andrea Mattarei; Jacopo Sgrignani; Corrado Carignani; Selena Nola; Patrizia Locatelli; Marco Pappagallo; Charles E. Inturrisi,primary_results
MDA,5-HT1A,radioligand binding,Ki,49.5,uM,,in_vitro,10.3390/ph16101483,"Design, Synthesis and Biological Evaluation of Novel N-Arylpiperazines Containing a 4,5-Dihydrothiazole Ring",2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Arylpiperazines represent one of the most important classes of 5-HT1AR ligands and have attracted considerable interests for their versatile properties in chemistry and p,preclinical_study,Giorgia Andreozzi; Maria Rosaria Ambrosio; Elisa Magli; Giovanni Maneli; Beatrice Severino; Angela Corvino; Rosa Sparaco; Elisa Perissutti; Francesco Frecentese; Vincenzo Santagada,primary_results
R-ketamine,NMDA receptor,radioligand binding,Other,100.0,nM,,in_vivo,10.3390/ph18020157,"Demystifying the Antidepressant Mechanism of Action of Stinels, a Novel Class of Neuroplastogens: Positive Allosteric Modulators of the NMDA Receptor",2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Plastogens are a class of therapeutics that function by rapidly promoting changes in neuroplasticity. A notable example, ketamine, is receiving great attention due to its",preclinical_study,John E. Donello; Roger S. McIntyre; Donald B. Pickel; Stephen M. Stahl,primary_results
Ketamine,NMDA receptor,radioligand binding,Other,100.0,nM,,in_vivo,10.3390/ph18020157,"Demystifying the Antidepressant Mechanism of Action of Stinels, a Novel Class of Neuroplastogens: Positive Allosteric Modulators of the NMDA Receptor",2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Plastogens are a class of therapeutics that function by rapidly promoting changes in neuroplasticity. A notable example, ketamine, is receiving great attention due to its",preclinical_study,John E. Donello; Roger S. McIntyre; Donald B. Pickel; Stephen M. Stahl,primary_results
DMT,Sigma-1 receptor (SIGMAR1),functional assay,EC50,14.0,uM,,in_vitro,10.57098/scirevs.biology.2.2,,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The sigma-1 receptor S1R is a chaperone that resides mainly at the mitochondrion-associated endoplasmic reticulum ER membrane MAM, it is considered a ""pluripotent modulat",preclinical_study,Ananya Bhattacherjee; Milena Batalla; Raquel Rodrigues; A J Ferrari; D F Santomauro; A M M Herrera; J Shadid; C Ashbaugh; H E Erskine; F J Charlson,primary_results
5-MeO-DMT,Sigma-1 receptor (SIGMAR1),functional assay,EC50,14.0,uM,,in_vitro,10.57098/scirevs.biology.2.2,,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The sigma-1 receptor S1R is a chaperone that resides mainly at the mitochondrion-associated endoplasmic reticulum ER membrane MAM, it is considered a ""pluripotent modulat",preclinical_study,Ananya Bhattacherjee; Milena Batalla; Raquel Rodrigues; A J Ferrari; D F Santomauro; A M M Herrera; J Shadid; C Ashbaugh; H E Erskine; F J Charlson,primary_results
DMT,Sigma-1 receptor (SIGMAR1),functional assay,EC50,14.0,uM,,in_vitro,10.57098/scirevs.biology.2.2.1,All-natural 5-MeO-DMT sigma receptor 1 agonist and its therapeutic impact in mental and neurodegener-ative diseases through mitochondrial activation,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The sigma-1 receptor S1R is a chaperone that resides mainly at the mitochondrion-associated endoplasmic reticulum ER membrane MAM, it is considered a “pluripotent modulat",preclinical_study,Milena Batalla,primary_results
Psilocybin,5-HT2A,functional assay,Ki,6.0,nM,,in_vivo,10.69613/thv1dn30,Neurobiological and Therapeutic Potential of Psilocybin in Psychiatric Disorders,2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Psilocybin, an indoleamine alkaloid derived from various fungal species, is the subject of renewed, rigorous investigation for its therapeutic potential in psychiatry. Th",preclinical_study,M Loganathan; A Saravanakumar; P. Parthiban; G Anandharaj; S Gobika; D Dharshana; Mohamed Ali,primary_results
Ibogaine,SERT (SLC6A4),radioligand binding,EC50,2.9,uM,,in_vitro,10.7554/eLife.82641,A mechanism of uncompetitive inhibition of the serotonin transporter,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The serotonin transporter (SERT/SLC6A4) is arguably the most extensively studied solute carrier (SLC). During its eponymous action - that is, the retrieval of serotonin f",preclinical_study,Shreyas Bhat; Ali El-Kasaby; Ameya Kasture; Danila Boytsov; Julian B Reichelt; Thomas Hummel; Sonja Sucic; Christian Pifl; Michael Freissmuth; Walter Sandtner,primary_results
Psilocin,5-HT2A,functional assay,Ki,40.0,nM,,in_vitro,10.7759/cureus.25414,Unraveling the Mysteries of Mental Illness With Psilocybin,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Current medications have not been effective in reducing the prevalence of mental illness worldwide. The prevalence of illnesses such as treatment-resistant depression has,preclinical_study,Robert Sotille; Herpreet Singh; Anne Weisman; Thomas Vida,primary_results
Psilocybin,mGluR2 (GRM2),functional assay,Kd,2.0,M,,in_vitro,10.1126/sciadv.abh2399,Psilocybin targets a common molecular mechanism for cognitive impairment and increased craving in alcoholism,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Alcohol-induced mGluR2 deficits are restored by psilocybin, resulting in a rescue of pathological behaviors in alcoholism.",in_vitro_assay,Marcus W. Meinhardt; Simone Pfarr; Grégory Fouquet; Cathrin Rohleder; Manuela L. Meinhardt; Janet Barroso-Flores; Rebecca Hoffmann; Jérôme Jeanblanc; Elisabeth Paul; Konstantin Wagner,primary_results
