# combined discovered DOI queue (mechanistic) generated at 2026-05-15T06:41:08.576758+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.3390/molecules26185448,,,Biological Effects on μ-Receptors Affinity and Selectivity of Arylpropenyl Chain Structural Modification on Diazatricyclodecane Derivatives,2021,Sandra Piras; Gabriele Murineddu; Giovanni Loriga; Antonio Carta; Enrica Battistello; Stefania Merighi; Stefania Gessi; Paola Corona; Battistina Asproni; Roberta Ibba
10.1007/164_2020_427,,,Biosensors Monitor Ligand-Selective Effects at Kappa Opioid Receptors,2021,Lucie Oberhauser; Miriam Stoeber
10.3389/fnhum.2021.647513,,,Brain Entropy During Aging Through a Free Energy Principle Approach,2021,Filippo Cieri; Xiaowei Zhuang; Jessica Caldwell; Dietmar Cordes
10.3389/fpsyt.2021.706017,,,Bridging the Gap? Altered Thalamocortical Connectivity in Psychotic and Psychedelic States,2021,Mihai Avram; Helena Rogg; Αλεξάνδρα Κορδά; Christina Andreou; Felix Müller; Stefan Borgwardt
10.1111/febs.15855,,,Bridging the gap between single receptor type activity and whole‐brain dynamics,2021,Dirk Jancke; Stefan Herlitze; Morten L. Kringelbach; Gustavo Deco
10.3389/fphar.2021.620926,,,"Bulleyaconitine A Inhibits Morphine-Induced Withdrawal Symptoms, Conditioned Place Preference, and Locomotor Sensitization Via Microglial Dynorphin A Expression",2021,Mengjing Zhao; Mi-Ya Wang; Le Ma; Khalil Ali Ahmad; Yong‐Xiang Wang
10.1007/s11606-020-06504-8,,,"Cannabidiol Interactions with Medications, Illicit Substances, and Alcohol: a Comprehensive Review",2021,Premalatha Balachandran; Mahmoud A. ElSohly; Kevin P. Hill
10.1091/mbc.e20-05-0340,,,Catalysts for change: the cellular neurobiology of psychedelics,2021,Matthew I. Banks; Zarmeen Zahid; N. Jones; Ziyad W. Sultan; Cody J. Wenthur
10.1016/j.neuropharm.2021.108874,,,Central nucleus of the amygdala projections onto the nucleus accumbens core regulate binge-like alcohol drinking in a CRF-dependent manner,2021,Marissa B. Borrego; Kolter B. Grigsby; Kayla G. Townsley; Amy E. Chan; Evan J. Firsick; Alex Tran; Antonia M. Savarese; Angela R. Ozburn
10.3389/fpsyt.2021.687615,,,Ceremonial Ayahuasca in Amazonian Retreats—Mental Health and Epigenetic Outcomes From a Six-Month Naturalistic Study,2021,Simon Ruffell; Nige Netzband; WaiFung Tsang; Merlin Davies; Antonio Inserra; Matthew Butler; James Rucker; Luís Fernando Tófoli; Emma Louise Dempster; Allan H. Young
10.1007/s43440-021-00320-5,,,Chlorogenic acid reduces inflammation in murine model of acute pancreatitis,2021,Aleksandra Tarasiuk; Kamila Bulak; Marcin Talar; Jakub Fichna
10.1007/s00213-020-05719-1,,,Classic serotonergic psychedelics for mood and depressive symptoms: a meta-analysis of mood disorder patients and healthy participants,2021,Nicole Leite Galvão‐Coelho; Wolfgang Marx; Maria Gonzalez; Justin Sinclair; Michael de Manincor; Daniel Perkins; Jerome Sarris
10.1038/s41386-021-00998-4,,,Concordant neurophysiological signatures of cognitive control in humans and rats,2021,Mykel A. Robble; Hans S. Schroder; Brian D. Kangas; Stefanie Nickels; Micah Breiger; Ann M. Iturra‐Mena; Sarah Perlo; Emilia F. Cárdenas; Andre Der‐Avakian; Samuel A. Barnes
10.1159/000513688,,,Contingent Tunes of Neurochemical Ensembles in the Norm and Pathology: Can We See the Patterns?,2021,Ирина Трофимова
10.14814/phy2.15088,,,Contribution of analog signaling to neurotransmitter interactions and behavior: Role of transporter‐mediated nonquantal dopamine release,2021,Viktor Román; Rita Kedves; Kristóf Kelemen; Zsolt Némethy; Beáta Sperlágh; Balázs Lendvai; E. Sylvester Vizi
10.1101/2021.03.08.434367,,,Control of Parallel Hippocampal Output Pathways by Amygdalar Long-Range Inhibition,2021,Rawan AlSubaie; Ryan W. S. Wee; Anne Ritoux; Karyna Mishchanchuk; Jessica Passlack; Daniel Regester; Andrew F. MacAskill
10.1007/s43440-021-00291-7,,,Critical interactions between opioid and cannabinoid receptors during tolerance and physical dependence development to opioids in the murine gastrointestinal tract: proof of concept,2021,Agata Szymaszkiewicz; Mikołaj Świerczyński; Marcin Talar; Prabhakar R. Polepally; Jordan K. Zjawiony; Jakub Fichna; Marta Zielińska
10.3389/fpsyg.2021.617224,,,Current Perspective on the Therapeutic Preset for Substance-Assisted Psychotherapy,2021,Sascha Thal; Stephen Bright; Jason M. Sharbanee; Tobias Wenge; Petra Skeffington
10.3390/ijms22052648,,,Current Understanding of the Involvement of the Insular Cortex in Neuropathic Pain: A Narrative Review,2021,Ning Wang; Yuhan Zhang; Jin‐Yan Wang; Fei Luo
10.1111/tpj.15492,,,Cytochrome P450‐catalyzed biosynthesis of furanoditerpenoids in the bioenergy crop switchgrass (<i>Panicum virgatum</i> L.),2021,Andrew Muchlinski; Meirong Jia; Kira Tiedge; Jason S. Fell; Kyle A. Pelot; Lisl Chew; Danielle Davisson; Yuxuan Chen; Justin B. Siegel; John T. Lovell
10.1038/s41398-021-01729-5,,,Data-driven analysis of kappa opioid receptor binding in major depressive disorder measured by positron emission tomography,2021,Kelly Smart; Ashley Yttredahl; María A. Oquendo; J. John Mann; Ansel T. Hillmer; Richard E. Carson; Jeffrey M. Miller
10.3389/fneur.2021.782190.s001,,,"Data_Sheet_1_The Salvinorin Analogue, Ethoxymethyl Ether Salvinorin B, Promotes Remyelination in Preclinical Models of Multiple Sclerosis.PDF",2021,Kelly F. Paton (3934061); Katharina Robichon (8445099); Nikki Templeton (6685823); Lisa Denny (11856650); Afnan Al Abadey (11856653); Dan Luo (192943); Thomas E. Prisinzano (268174); Anne C. La Flamme (7460858); Bronwyn M. Kivell (816130)
10.1186/s12929-021-00758-y,,,"Design, synthesis, and preliminary evaluation of a potential synthetic opioid rescue agent",2021,Sidnee L. Hedrick; Dan Luo; Sophia Kaska; Kumar Kulldeep Niloy; Karen S. Jackson; R.J. Sarma; Jamie Horn; Caroline Baynard; Markos Leggas; Eduardo R. Butelman
10.1002/anie.202101262,,,Designing a Single Protein‐Chain Reporter for Opioid Detection at Cellular Resolution,2021,Kayla E. Kroning; Wenjing Wang
10.1002/ange.202101262,,,Designing a Single Protein‐Chain Reporter for Opioid Detection at Cellular Resolution,2021,Kayla E. Kroning; Wenjing Wang
10.1007/s11307-021-01592-2,,,"Desorption Electrospray Ionization Mass Spectrometry Imaging of Cimbi-36, a 5-HT2A Receptor Agonist, with Direct Comparison to Autoradiography and Positron Emission Tomography",2021,Sophie Chakroun Jacobsen; Nikolaj Speth; Mengfei Xiong; Matthias M. Herth; Jesper L. Kristensen; Mikael Palner; Christian Janfelt
10.1038/s41401-021-00790-6,,,Dezocine as a potent analgesic: overview of its pharmacological characterization,2021,Rong-Rong Ye; Shuang Jiang; Xu Xu; Yan Lu; Yujun Wang; Jing‐Gen Liu
10.1016/j.lfs.2021.119631,,,"Diallyl trisulfide protects against concanavalin A-induced acute liver injury in mice by inhibiting inflammation, oxidative stress and apoptosis",2021,Yun Ding; Ziqiang Yu; Cuili Zhang
10.17615/531q-5a63,,,Differential Helical Orientations among Related G Protein-coupled Receptors Provide a Novel Mechanism for Selectivity: STUDIES WITH SALVINORIN A AND THE κ-OPIOID RECEPTOR,2021,Philip D. Mosier; Bryan L. Roth; Timothy A. Vortherms; Richard B. Westkaemper
10.3389/fpsyt.2021.661233,,,Does Psychedelic Therapy Have a Transdiagnostic Action and Prophylactic Potential?,2021,Rita Kočárová; Jiřı́ Horáček; Robin Carhart‐Harris
10.1590/1516-4446-2020-1685,,,Does mismatch negativity have utility for NMDA receptor drug development in depression?,2021,Nicholas Murphy; Marijn Lijffijt; Nithya Ramakrishnan; Bylinda Vo-Le; Brittany Vo‐Le; Sidra Iqbal; Tabish Iqbal; Brittany O’Brien; Mark A. Smith; Alan C. Swann
10.29333/ejgm/10862,,,Effectiveness of Psilocybin on Depression: A Qualitative Study,2021,Hisham Alshaikhli; Redhwan Ahmed Al-Naggar; Gwen Erlam
10.3390/polym13091416,,,Enhanced Cytotoxic Activity of Docetaxel-Loaded Silk Fibroin Nanoparticles against Breast Cancer Cells,2021,Ahmed Al Saqr; Shahid Ud Din Wani; H.V. Gangadharappa; Mohammed F. Aldawsari; El‐Sayed Khafagy; Amr S. Abu Lila
10.1124/jpet.120.000423,,,Enhancement of Opioid Antinociception by Nicotinic Ligands,2021,Fernando B. de Moura; Jack Bergman
10.3389/fpsyg.2021.749788,,,Examining Psychedelic-Induced Changes in Social Functioning and Connectedness in a Naturalistic Online Sample Using the Five-Factor Model of Personality,2021,Brandon Weiss; Victoria Amalie Nygart; Lis Marie Pommerencke; Robin Carhart‐Harris; David Erritzøe
10.3389/fpsyt.2021.707057,,,Examining the Potential Synergistic Effects Between Mindfulness Training and Psychedelic-Assisted Therapy,2021,Maria Eleni Eleftheriou; Emily M Thomas
10.2147/jep.s259317,,,Experimental Serotonergic Agents for the Treatment of Schizophrenia,2021,Enrico Capuzzi; Alice Caldiroli; Veronica Ciscato; Stefania Russo; Massimiliano Buoli
10.3410/f.732397724.793585445,,,Faculty Opinions recommendation of Biased signalling: from simple switches to allosteric microprocessors.,2021,Joël Bockaert
10.1016/j.biopsych.2021.04.024,,,"Fluoroethylnormemantine, a Novel NMDA Receptor Antagonist, for the Prevention and Treatment of Stress-Induced Maladaptive Behavior",2021,Briana K. Chen; Victor M. Luna; Margaret E. Shannon; Holly C. Hunsberger; Alessia Mastrodonato; Michelle Stackmann; Josephine C. McGowan; Gilles Rubinstenn; Christine A. Denny
10.1101/2021.03.30.437764,,,Furanoditerpenoid biosynthesis in the bioenergy crop switchgrass is catalyzed by an alternate metabolic pathway,2021,Andrew Muchlinski; Meirong Jia; Kira Tiedge; Jason S. Fell; Kyle A. Pelot; Lisl Chew; Danielle Davisson; Yuxuan Chen; Justin B. Siegel; John T. Lovell
10.1155/2021/3268136,,,"Genistein: An Integrative Overview of Its Mode of Action, Pharmacological Properties, and Health Benefits",2021,Javad Sharifi‐Rad; Cristina Quispe; Muhammad Imran; Abdur Rauf; Muhammad Nadeem; Tanweer Aslam Gondal; Bashir Ahmad; Muhammad Atif; Mohammad S. Mubarak; Oksana Sytar
10.1155/2021/9945121,,,Genome-Wide Regulation of Acupuncture and Moxibustion on Ulcerative Colitis Rats,2021,Zhaoqin Wang; Yan Huang; Di Wang; Rumeng Wang; Kunshan Li; Qin Qi; Zhe Ma; Muen Gu; Handan Zheng; Yuan Lu
10.2174/1570159x19666210215121428,,,Glutamate NMDA Receptor Antagonists with Relevance to Schizophrenia:A Review of Zebrafish Behavioral Studies,2021,Ângelo Piato; Radharani Benvenutti; Matheus Gallas‐Lopes; Matheus Marcon; Cristina R. Reschke; Ana Paula Herrmann
10.1515/tnsci-2020-0167,,,Immunoregulation and antidepressant effect of ketamine,2021,Nan Zhang; Lihua Yao; Peilin Wang; Zhongchun Liu
10.1007/s42729-021-00522-z,,,Impact of Biochar in Mitigating the Negative Effect of Drought Stress on Cabbage Seedlings,2021,Ertan Yıldırım; Melek Ekinci; Metin Turan
10.33612/diss.193912062,,,In Silico Design and Selection of CD44 Antagonists,2021,Angel Ruiz Moreno
10.3390/molecules26164767,,,In Silico Identification of Tripeptides as Lead Compounds for the Design of KOR Ligands,2021,Azzurra Stefanucci; Valeria Iobbi; Alice Della Valle; Giuseppe Scioli; Stefano Pieretti; Paola Minosi; Sako Mirzaie; Ettore Novellino; Adriano Mollica
10.1186/s13195-021-00925-1,,,In vivo human molecular neuroimaging of dopaminergic vulnerability along the Alzheimer’s disease phases,2021,Arianna Sala; Silvia Paola Caminiti; Luca Presotto; Andrea Pilotto; Claudio Liguori; Agostino Chiaravalloti; Valentina Garibotto; Giovanni B. Frisoni; Marcello D’Amelio; Barbara Paghera
10.1016/j.neuropharm.2021.108490,,,"Increased kynurenine concentration attenuates serotonergic neurotoxicity induced by 3,4-methylenedioxymethamphetamine (MDMA) in rats through activation of aryl hydrocarbon receptor",2021,Cristina Abuin-Martínez; Rebeca Vidal; María Dolores Gutiérrez‐López; Mercedes Pérez‐Hernández; Pablo Giménez‐Gómez; Nuria Morales‐Puerto; Esther O’Shea; María Isabel Colado
10.1016/j.heliyon.2021.e07784,,,"Induced fit, ensemble binding space docking and Monte Carlo simulations of MDMA ‘ecstasy’ and 3D pharmacophore design of MDMA derivatives on the human serotonin transporter (hSERT)",2021,Ángel A. Islas; Laura Moreno; Thomas Scior
10.1186/s12929-021-00742-6,,,Inflammatory signaling mechanisms in bipolar disorder,2021,Gregory Jones; Courtney M. Vecera; Omar F. Pinjari; Rodrigo Machado‐Vieira
10.3390/cancers13215274,,,Interaction of Opioids with TLR4—Mechanisms and Ramifications,2021,Mai Mahmoud Gabr; Iqira Saeed; Jared A. Miles; Benjamin P. Ross; P. Nicholas Shaw; Markus W. Hollmann; Marie‐Odile Parat
10.22541/au.163129851.17708337/v1,,,International Union of Basic and Clinical Pharmacology. Recommendations for GPCR ligand bias,2021,Peter Kolb et al.; David E. Gloriam
10.7302/1332,,,Investigating the Acute and Chronic Effects of Known and Novel Opioid Ligands,2021,Bryan Sears
10.2147/jep.s255375,,,Investigational and Experimental Drugs to Treat Obsessive-Compulsive Disorder,2021,Giacomo Grassi; Chiara Cecchelli; Luisa Vignozzi; Silvia Pacini
10.3390/ijms22158091,,,Ketamine Produces a Long-Lasting Enhancement of CA1 Neuron Excitability,2021,Grace Jang; M Bruce MacIver
10.22541/au.163575526.69995170/v1,,,Ketamine Treatment for Refractory Anxiety: A systematic review,2021,Jamie L. Tully; Amelia D. Dahlén; Connor J. Haggarty; Helgi B. Schiöth; Samantha J. Brooks
10.3390/nu13114158,,,Ketamine as a Treatment for Anorexia Nervosa: A Narrative Review,2021,Johanna Louise Keeler; Janet Treasure; Mário F. Juruena; Carol Kan; Hubertus Himmerich
10.12788/acp.0048,,,Ketamine for Treatment of Mood Disorders and Suicidality: A Narrative Review of Recent Progress,2021,Michael D. Kritzer; Nicholas Mischel; Jonathan R. Young; Christopher Lai; Prakash S. Masand; Steven T. Szabo; Sanjay J. Mathew
10.1101/2021.02.04.429772,,,LSD’s effects are differentially modulated in arrestin knockout mice,2021,Ramona M. Rodriguiz; Vineet Nadkarni; Christopher R. Means; Yi-Ting Chiu; Bryan L. Roth; William C. Wetsel
10.3390/molecules26247632,,,"Lamiaceae in Mexican Species, a Great but Scarcely Explored Source of Secondary Metabolites with Potential Pharmacological Effects in Pain Relief",2021,Alberto Hernández-León; Gabriel Fernando Moreno-Pérez; Martha Martínez-Gordillo; Eva Aguirre-Hernández; María Guadalupe Valle-Dorado; Irene Díaz‐Reval; María Eva González-Trujano; Francisco Pellicer
10.1101/2021.01.28.428377,,,Lasting effects of a single psilocybin dose on resting-state functional connectivity in healthy individuals,2021,Drummond E-Wen McCulloch; Martin Bruun Madsen; Dea Siggard Stenbæk; Sara Kristiansen; Brice Ozenne; P.S. Jensen; Gitte M. Knudsen; Patrick M. Fisher
10.1002/adhm.202100639,,,"Liposomes and Extracellular Vesicles as Drug Delivery Systems: A Comparison of Composition, Pharmacokinetics, and Functionalization",2021,Luke van der Koog; Timea B. Gandek; Anika Nagelkerke
10.3389/fphar.2021.640241,,,Low Doses of Psilocybin and Ketamine Enhance Motivation and Attention in Poor Performing Rats: Evidence for an Antidepressant Property,2021,Guy A. Higgins; Nicole K. Carroll; Matthew A. Brown; Cam MacMillan; Leo B. Silenieks; Sandy Thevarkunnel; Julia Izhakova; Lilia Magomedova; Inés DeLannoy; Edward M. Sellers
10.3390/ph14080793,,,"Lysergic Acid Diethylamide, Psilocybin and Dimethyltryptamine in Depression Treatment: A Systematic Review",2021,Gniewko Więckiewicz; Iga Stokłosa; Magdalena Piegza; Piotr Gorczyca; Robert Pudło
10.1016/j.jksuci.2021.10.002,,,MDA-Net: Multiscale dual attention-based network for breast lesion segmentation using ultrasound images,2021,Ahmed Iqbal; Muhammad Sharif
10.1038/s41591-021-01336-3,,,"MDMA-assisted therapy for severe PTSD: a randomized, double-blind, placebo-controlled phase 3 study",2021,Jennifer Mitchell; Michael P. Bogenschutz; Alia Lilienstein; Charlotte Harrison; Sarah E. Kleiman; Kelly Parker-Guilbert; Marcela Ot’alora G.; Wael Garas; Casey Paleos; Ingmar Gorman
10.1039/d1ra01335a,,,Machine learning <i>vs.</i> field 3D-QSAR models for serotonin 2A receptor psychoactive substances identification,2021,Giuseppe Floresta; Vincenzo Abbate
10.3389/adar.2021.10009,,,Mechanisms Underlying the Anti-Suicidal Treatment Potential of Buprenorphine,2021,Courtney M. Cameron; Steven J. Nieto; Lucienne Bosler; Megan Wong; Isabel Bishop; Larissa J. Mooney; Catherine M. Cahill
10.3389/fphar.2021.782457,,,Mechanisms of the Rapid Effects of Ketamine on Depression and Sleep Disturbances: A Narrative Review,2021,Bijia Song; Junchao Zhu
10.1124/jpet.121.000767,,,Methamphetamine Dysregulation of the Central Nervous System and Peripheral Immunity,2021,Douglas R. Miller; Mengfei Bu; Adithya Gopinath; Luis R. Martinez; Habibeh Khoshbouei
10.1007/978-3-030-71519-9_80-1,,,Methamphetamine and MDMA Neurotoxicity: Biochemical and Molecular Mechanisms,2021,Verónica Bisagno; Jean Lud Cadet
10.1101/2021.11.30.470657,,,"Microevidence for microdosing with psilocybin mushrooms: a double-blind placebo-controlled study of subjective effects, behavior, creativity, perception, cognition, and brain activity",2021,Federico Cavanna; Stephanie Müller; Laura Alethia de la Fuente; Federico Zamberlán; Matías Palmucci; Lucie Janeckova; Martin Kuchař; Carla Pallavicini; Enzo Tagliazucchi
10.3390/ijms22147421,,,Molecular Basis of Late-Life Depression,2021,Chien-Yi Kuo; Chieh‐Hsin Lin; Hsien‐Yuan Lane
10.1111/jnc.15536,,,Molecular targets of psychedelic‐induced plasticity,2021,Alaina M. Jaster; Mario de la Fuente Revenga; Javier González‐Maeso
10.18388/pb.2021_376,,,Molekularne podstawy działania wybranych substancji psychoaktywnych,2021,Łukasz Bijoch; Martyna Pękała; Anna Beroun
10.1002/cti2.1234,,,Nalfurafine reduces neuroinflammation and drives remyelination in models of CNS demyelinating disease,2021,Lisa Denny; Afnan Al Abadey; Katharina Robichon; Nikki Templeton; Thomas E. Prisinzano; Bronwyn M. Kivell; Anne Camille La Flamme
10.1161/hypertensionaha.121.18503,,,"Nalfurafine, a G-Protein–Biased KOR (Kappa Opioid Receptor) Agonist, Enhances the Diuretic Response and Limits Electrolyte Losses to Standard-of-Care Diuretics",2021,Jacob K. Meariman; Jane C. Sutphen; Juan Gao; Daniel R. Kapusta
10.20944/preprints202111.0201.v1,,,Natural Language as a Window into the Subjective Effects and Neurochemistry of Psychedelic Drugs,2021,Enzo Tagliazucchi
10.1016/j.wem.2021.09.002,,,"Nephrotoxic Mushroom Poisoning: Global Epidemiology, Clinical Manifestations, and Management",2021,James H. Diaz
